Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4295
2,525,-497.0,0.999,0.322
3,449,-421.5,0.998,0.3007
4,785,-750.5,0.997,0.5315
5,610,-580.5,0.996,0.4057
6,860,-824.0,0.995,0.6797
7,382,-358.0,0.994,0.3559
8,467,-442.0,0.993,0.3282
9,549,-520.5,0.992,0.3175
10,656,-621.5,0.991,0.3913
11,504,-478.5,0.99,0.3002
12,609,-579.0,0.989,0.3806
13,814,-781.5,0.988,0.5711
14,441,-414.5,0.987,0.2997
15,407,-380.0,0.986,0.3074
16,710,-679.0,0.985,0.5207
17,379,-353.0,0.984,0.2704
18,630,-597.5,0.983,0.4497
19,543,-516.0,0.982,0.4087
20,398,-371.5,0.981,0.2378
21,325,-300.5,0.98,0.2507
22,501,-470.0,0.979,0.3593
23,345,-321.5,0.978,0.2442
24,586,-557.0,0.977,0.3709
25,354,-329.0,0.976,0.2567
26,610,-582.5,0.975,0.4284
27,424,-398.5,0.974,0.2952
28,500,-472.0,0.973,0.3049
29,226,-201.0,0.972,0.1624
30,419,-391.0,0.971,0.2886
31,316,-291.0,0.97,0.2249
32,259,-234.5,0.969,0.1992
33,354,-331.5,0.968,0.2544
34,490,-464.5,0.968,0.3203
35,362,-333.0,0.967,0.2705
36,455,-429.5,0.966,0.3958
37,256,-233.0,0.965,0.1641
38,202,-180.0,0.964,0.1471
39,411,-384.5,0.963,0.2828
40,326,-300.5,0.962,0.2483
41,295,-273.0,0.961,0.2011
42,285,-258.0,0.96,0.1911
43,364,-339.5,0.959,0.2477
44,408,-384.5,0.958,0.2979
45,278,-255.5,0.957,0.2118
46,270,-247.0,0.956,0.2164
47,244,-221.0,0.955,0.1474
48,340,-310.5,0.954,0.2176
49,437,-407.0,0.953,0.3088
50,209,-188.5,0.952,0.1479
51,179,-157.0,0.951,0.1217
52,295,-273.0,0.95,0.2078
53,331,-306.5,0.949,0.24
54,318,-296.0,0.948,0.2319
55,229,-208.5,0.947,0.1744
56,227,-205.0,0.946,0.1692
57,303,-279.5,0.946,0.221
58,176,-150.5,0.945,0.1539
59,228,-203.5,0.944,0.1357
60,209,-187.0,0.943,0.1264
61,201,-179.0,0.942,0.1465
62,141,-118.0,0.941,0.112
63,247,-222.5,0.94,0.1871
64,229,-205.0,0.939,0.174
65,172,-147.5,0.938,0.1257
66,206,-182.0,0.937,0.1446
67,190,-168.0,0.936,0.1387
68,184,-159.0,0.935,0.1331
69,239,-217.0,0.934,0.1816
70,177,-156.0,0.933,0.1342
71,281,-255.5,0.932,0.2143
72,193,-168.0,0.931,0.1462
73,227,-203.5,0.93,0.1871
74,172,-147.5,0.93,0.1271
75,168,-143.0,0.929,0.1036
76,192,-168.0,0.928,0.1447
77,238,-213.5,0.927,0.1575
78,161,-139.0,0.926,0.1146
79,183,-160.5,0.925,0.1234
80,113,-92.0,0.924,0.08
81,159,-137.0,0.923,0.1237
82,137,-116.5,0.922,0.1021
83,185,-162.0,0.921,0.1465
84,311,-287.5,0.92,0.2323
85,198,-173.0,0.919,0.1484
86,132,-110.0,0.918,0.1046
87,104,-83.0,0.918,0.0828
88,164,-143.0,0.917,0.1265
89,178,-155.5,0.916,0.1303
90,216,-192.0,0.915,0.1711
91,141,-119.0,0.914,0.1176
92,124,-103.0,0.913,0.1029
93,106,-83.5,0.912,0.0726
94,136,-112.5,0.911,0.0969
95,150,-128.5,0.91,0.0949
96,195,-170.5,0.909,0.1251
97,162,-138.5,0.908,0.101
98,137,-115.5,0.908,0.1108
99,256,-231.5,0.907,0.1945
100,147,-125.5,0.906,0.1221
101,152,-129.0,0.905,0.1237
102,144,-121.5,0.904,0.1036
103,111,-89.5,0.903,0.0863
104,140,-118.5,0.902,0.1066
105,140,-119.5,0.901,0.0996
106,157,-135.5,0.9,0.116
107,178,-155.0,0.899,0.1337
108,108,-86.0,0.898,0.0862
109,153,-131.5,0.898,0.1252
110,137,-114.5,0.897,0.1015
111,167,-146.0,0.896,0.1417
112,139,-118.0,0.895,0.1221
113,138,-115.0,0.894,0.1372
114,102,-81.5,0.893,0.0751
115,141,-120.5,0.892,0.093
116,123,-102.0,0.891,0.0929
117,176,-152.5,0.89,0.1369
118,167,-145.5,0.89,0.1342
119,145,-124.5,0.889,0.1144
120,105,-84.5,0.888,0.0864
121,123,-100.5,0.887,0.0963
122,92,-71.0,0.886,0.0812
123,103,-82.5,0.885,0.0847
124,83,-62.5,0.884,0.0724
125,113,-92.0,0.883,0.0956
126,76,-55.0,0.882,0.0718
127,107,-85.0,0.882,0.0914
128,118,-96.5,0.881,0.0994
129,234,-211.0,0.88,0.1745
130,140,-117.0,0.879,0.108
131,118,-97.5,0.878,0.0966
132,82,-61.0,0.877,0.0729
133,81,-59.0,0.876,0.0675
134,123,-100.5,0.875,0.1081
135,108,-85.0,0.875,0.0868
136,139,-117.0,0.874,0.1249
137,77,-54.5,0.873,0.0589
138,117,-95.5,0.872,0.0741
139,197,-175.5,0.871,0.1156
140,142,-120.0,0.87,0.0995
141,110,-90.0,0.869,0.0814
142,142,-120.0,0.868,0.1118
143,109,-86.5,0.868,0.0866
144,95,-74.0,0.867,0.0712
145,124,-103.5,0.866,0.0886
146,102,-80.0,0.865,0.0764
147,94,-72.0,0.864,0.0826
148,112,-90.0,0.863,0.0851
149,133,-112.0,0.862,0.1129
150,118,-97.5,0.862,0.0961
151,125,-105.0,0.861,0.1
152,179,-158.0,0.86,0.1249
153,93,-72.0,0.859,0.0685
154,120,-98.5,0.858,0.0797
155,111,-89.5,0.857,0.0732
156,76,-55.0,0.856,0.0621
157,60,-39.5,0.855,0.048
158,96,-75.0,0.855,0.0683
159,84,-63.5,0.854,0.0671
160,125,-105.0,0.853,0.096
161,103,-80.0,0.852,0.1062
162,74,-53.0,0.851,0.0721
163,67,-44.0,0.85,0.0725
164,40,-20.0,0.85,0.0498
165,70,-49.0,0.849,0.077
166,122,-99.5,0.848,0.0779
167,95,-74.5,0.847,0.0701
168,97,-76.0,0.846,0.0694
169,115,-94.0,0.845,0.0848
170,57,-36.5,0.844,0.0518
171,80,-58.0,0.844,0.0663
172,102,-81.0,0.843,0.0822
173,96,-74.5,0.842,0.0798
174,87,-65.5,0.841,0.0753
175,97,-75.5,0.84,0.0734
176,70,-48.5,0.839,0.058
177,61,-39.5,0.839,0.0554
178,113,-91.5,0.838,0.0929
179,66,-45.5,0.837,0.0545
180,69,-47.0,0.836,0.0617
181,102,-80.0,0.835,0.0746
