Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.3725
2,525,-497.0,0.999,0.3433
3,449,-421.5,0.998,0.3838
4,785,-750.5,0.997,0.4782
5,610,-580.5,0.996,0.4032
6,860,-824.0,0.995,0.5612
7,382,-358.0,0.994,0.2888
8,467,-442.0,0.993,0.3161
9,549,-520.5,0.992,0.4035
10,656,-621.5,0.991,0.4252
11,504,-478.5,0.99,0.352
12,609,-579.0,0.989,0.4276
13,814,-781.5,0.988,0.5479
14,441,-414.5,0.987,0.3188
15,407,-380.0,0.986,0.2874
16,710,-679.0,0.985,0.4613
17,379,-353.0,0.984,0.2666
18,630,-597.5,0.983,0.426
19,543,-516.0,0.982,0.3611
20,398,-371.5,0.981,0.2871
21,325,-300.5,0.98,0.2405
22,501,-470.0,0.979,0.3235
23,345,-321.5,0.978,0.2368
24,586,-557.0,0.977,0.4219
25,354,-329.0,0.976,0.2314
26,610,-582.5,0.975,0.4308
27,424,-398.5,0.974,0.3088
28,500,-472.0,0.973,0.3422
29,226,-201.0,0.972,0.1969
30,419,-391.0,0.971,0.2817
31,316,-291.0,0.97,0.1927
32,259,-234.5,0.969,0.1763
33,354,-331.5,0.968,0.2516
34,490,-464.5,0.968,0.3292
35,362,-333.0,0.967,0.264
36,455,-429.5,0.966,0.3126
37,256,-233.0,0.965,0.1875
38,202,-180.0,0.964,0.1486
39,411,-384.5,0.963,0.3089
40,326,-300.5,0.962,0.19
41,295,-273.0,0.961,0.19
42,285,-258.0,0.96,0.195
43,364,-339.5,0.959,0.2567
44,408,-384.5,0.958,0.2903
45,278,-255.5,0.957,0.1959
46,270,-247.0,0.956,0.1932
47,244,-221.0,0.955,0.1734
48,340,-310.5,0.954,0.2427
49,437,-407.0,0.953,0.34
50,209,-188.5,0.952,0.1833
51,179,-157.0,0.951,0.1177
52,295,-273.0,0.95,0.1771
53,331,-306.5,0.949,0.2034
54,318,-296.0,0.948,0.2118
55,229,-208.5,0.947,0.1436
56,227,-205.0,0.946,0.1617
57,303,-279.5,0.946,0.2295
58,176,-150.5,0.945,0.1343
59,228,-203.5,0.944,0.1701
60,209,-187.0,0.943,0.1632
61,201,-179.0,0.942,0.1554
62,141,-118.0,0.941,0.1031
63,247,-222.5,0.94,0.2149
64,229,-205.0,0.939,0.1858
65,172,-147.5,0.938,0.1136
66,206,-182.0,0.937,0.1534
67,190,-168.0,0.936,0.1477
68,184,-159.0,0.935,0.1388
69,239,-217.0,0.934,0.1771
70,177,-156.0,0.933,0.1233
71,281,-255.5,0.932,0.1882
72,193,-168.0,0.931,0.1418
73,227,-203.5,0.93,0.1544
74,172,-147.5,0.93,0.1184
75,168,-143.0,0.929,0.1018
76,192,-168.0,0.928,0.1317
77,238,-213.5,0.927,0.1753
78,161,-139.0,0.926,0.1147
79,183,-160.5,0.925,0.1599
80,113,-92.0,0.924,0.1153
81,159,-137.0,0.923,0.1591
82,137,-116.5,0.922,0.1051
83,185,-162.0,0.921,0.1127
84,311,-287.5,0.92,0.2103
85,198,-173.0,0.919,0.143
86,132,-110.0,0.918,0.0995
87,104,-83.0,0.918,0.0813
88,164,-143.0,0.917,0.1292
89,178,-155.5,0.916,0.1395
90,216,-192.0,0.915,0.1617
91,141,-119.0,0.914,0.1134
92,124,-103.0,0.913,0.0977
93,106,-83.5,0.912,0.0856
94,136,-112.5,0.911,0.109
95,150,-128.5,0.91,0.1206
96,195,-170.5,0.909,0.1456
97,162,-138.5,0.908,0.1272
98,137,-115.5,0.908,0.106
99,256,-231.5,0.907,0.1966
100,147,-125.5,0.906,0.1146
101,152,-129.0,0.905,0.0899
102,144,-121.5,0.904,0.0925
103,111,-89.5,0.903,0.086
104,140,-118.5,0.902,0.1032
105,140,-119.5,0.901,0.1025
106,157,-135.5,0.9,0.116
107,178,-155.0,0.899,0.1331
108,108,-86.0,0.898,0.0864
109,153,-131.5,0.898,0.1249
110,137,-114.5,0.897,0.1124
111,167,-146.0,0.896,0.1273
112,139,-118.0,0.895,0.0995
113,138,-115.0,0.894,0.1028
114,102,-81.5,0.893,0.0813
115,141,-120.5,0.892,0.1083
116,123,-102.0,0.891,0.0983
117,176,-152.5,0.89,0.1347
118,167,-145.5,0.89,0.1281
119,145,-124.5,0.889,0.1097
120,105,-84.5,0.888,0.0874
121,123,-100.5,0.887,0.1056
122,92,-71.0,0.886,0.0805
123,103,-82.5,0.885,0.0746
124,83,-62.5,0.884,0.0532
125,113,-92.0,0.883,0.0758
126,76,-55.0,0.882,0.0542
127,107,-85.0,0.882,0.0774
128,118,-96.5,0.881,0.0789
129,234,-211.0,0.88,0.1755
130,140,-117.0,0.879,0.1036
131,118,-97.5,0.878,0.0855
132,82,-61.0,0.877,0.0635
133,81,-59.0,0.876,0.0635
134,123,-100.5,0.875,0.0941
135,108,-85.0,0.875,0.0798
136,139,-117.0,0.874,0.0853
137,77,-54.5,0.873,0.0501
138,117,-95.5,0.872,0.0725
139,197,-175.5,0.871,0.1432
140,142,-120.0,0.87,0.1175
141,110,-90.0,0.869,0.0948
142,142,-120.0,0.868,0.1099
143,109,-86.5,0.868,0.0852
144,95,-74.0,0.867,0.0673
145,124,-103.5,0.866,0.0933
146,102,-80.0,0.865,0.0881
147,94,-72.0,0.864,0.0915
148,112,-90.0,0.863,0.1007
149,133,-112.0,0.862,0.1192
150,118,-97.5,0.862,0.0799
151,125,-105.0,0.861,0.0781
152,179,-158.0,0.86,0.122
153,93,-72.0,0.859,0.069
154,120,-98.5,0.858,0.0937
155,111,-89.5,0.857,0.0888
156,76,-55.0,0.856,0.0575
157,60,-39.5,0.855,0.0515
158,96,-75.0,0.855,0.0873
159,84,-63.5,0.854,0.0639
160,125,-105.0,0.853,0.0794
161,103,-80.0,0.852,0.0702
162,74,-53.0,0.851,0.0618
163,67,-44.0,0.85,0.0525
164,40,-20.0,0.85,0.0406
165,70,-49.0,0.849,0.0554
166,122,-99.5,0.848,0.0915
167,95,-74.5,0.847,0.0648
168,97,-76.0,0.846,0.0665
169,115,-94.0,0.845,0.0776
170,57,-36.5,0.844,0.0474
171,80,-58.0,0.844,0.0626
172,102,-81.0,0.843,0.0725
173,96,-74.5,0.842,0.0663
174,87,-65.5,0.841,0.0658
175,97,-75.5,0.84,0.0681
176,70,-48.5,0.839,0.0512
177,61,-39.5,0.839,0.0495
178,113,-91.5,0.838,0.0867
179,66,-45.5,0.837,0.0746
180,69,-47.0,0.836,0.075
181,102,-80.0,0.835,0.0967
182,64,-43.5,0.834,0.0712
183,109,-88.0,0.834,0.0779
184,68,-46.5,0.833,0.0454
185,70,-48.0,0.832,0.0516
186,103,-83.0,0.831,0.0824
187,64,-43.0,0.83,0.0541
188,57,-36.5,0.829,0.0503
189,99,-77.5,0.829,0.0767
190,91,-71.0,0.828,0.0751
191,72,-51.5,0.827,0.0466
192,68,-46.5,0.826,0.0443
193,94,-73.5,0.825,0.0694
194,80,-58.5,0.824,0.0623
195,123,-102.0,0.824,0.0912
196,86,-65.0,0.823,0.0716
197,80,-58.5,0.822,0.0665
198,81,-60.0,0.821,0.062
199,62,-41.0,0.82,0.0539
200,64,-42.0,0.819,0.0545
201,53,-31.5,0.819,0.0492
202,88,-67.0,0.818,0.0739
203,77,-56.0,0.817,0.0637
204,72,-50.0,0.816,0.0615
205,57,-36.5,0.815,0.0451
206,79,-58.0,0.815,0.0643
207,72,-52.0,0.814,0.0625
208,72,-50.5,0.813,0.0588
209,53,-32.5,0.812,0.0485
210,62,-41.5,0.811,0.059
211,77,-54.5,0.81,0.0712
212,78,-57.0,0.81,0.0702
213,108,-86.0,0.809,0.0855
214,55,-34.0,0.808,0.0498
215,61,-40.5,0.807,0.05
216,60,-39.0,0.806,0.0633
217,29,-8.5,0.806,0.0375
218,91,-69.5,0.805,0.0814
219,41,-21.0,0.804,0.0513
220,82,-61.5,0.803,0.0812
221,94,-73.0,0.802,0.0736
222,77,-56.0,0.802,0.0569
223,81,-60.0,0.801,0.0556
224,48,-27.5,0.8,0.038
225,57,-36.0,0.799,0.0402
226,55,-35.0,0.798,0.045
227,57,-36.5,0.798,0.039
228,59,-38.5,0.797,0.044
229,69,-48.0,0.796,0.0452
230,65,-44.0,0.795,0.0511
231,62,-40.0,0.794,0.0445
232,53,-31.5,0.794,0.0384
233,85,-63.0,0.793,0.0548
234,55,-34.5,0.792,0.0402
235,98,-77.0,0.791,0.0705
236,50,-29.5,0.79,0.0384
237,59,-38.5,0.79,0.046
238,69,-47.0,0.789,0.051
239,81,-60.0,0.788,0.0648
240,50,-29.0,0.787,0.045
241,58,-38.0,0.787,0.0499
242,72,-51.0,0.786,0.0526
243,65,-43.0,0.785,0.0514
244,65,-43.0,0.784,0.0438
245,54,-33.0,0.783,0.0385
246,34,-12.5,0.783,0.0281
247,67,-47.0,0.782,0.0499
248,52,-31.0,0.781,0.0407
249,61,-40.5,0.78,0.0446
250,44,-23.0,0.779,0.0368
251,51,-28.5,0.779,0.0427
252,53,-33.0,0.778,0.0516
253,59,-38.0,0.777,0.0548
254,48,-27.5,0.776,0.0498
255,79,-57.5,0.776,0.0586
256,59,-38.0,0.775,0.0418
257,39,-18.5,0.774,0.0364
258,38,-17.0,0.773,0.0377
259,72,-50.5,0.772,0.0599
