Pattern Index,State,Action,Q-Value
0,0,0,0.0
0,0,1,-0.8678400000000001
0,0,2,-0.8987136000006292
0,0,3,-0.8997195776
0,0,4,-0.8879526015436353
0,0,5,0.0
0,0,6,-0.8886149351697904
0,0,7,1.1111111111111112
0,0,8,-0.89884672
0,0,9,-0.891847111111111
0,0,10,-0.736
0,0,11,-0.992
0,0,12,-0.8966656
0,0,13,-0.7200010240000001
0,0,14,-0.8909869511393336
0,0,15,-0.8898052551111592
0,0,16,0.0
0,0,17,-0.8914631111766471
0,0,18,-0.8997244928
0,0,19,-0.8839182027401147
0,0,20,-0.8908540942311001
0,0,21,-0.8895403995591138
0,0,22,-0.8839113159242182
0,0,23,-0.72000512
0,0,24,-0.903168
0,0,25,-0.89984
0,0,26,-0.8915923399128082
0,0,27,-0.8966402048
0,0,28,-0.7111111111111111
0,0,29,-0.8911308800000209
0,0,30,-0.8711111111111601
0,0,31,-0.86464512
0,0,32,-0.8918471143879111
0,0,33,-0.8806400000000001
0,0,34,-0.8893553050533038
0,0,35,-0.8959999999999999
0,1,0,-0.89984512032768
0,1,1,-0.403328
0,1,2,-0.8992256
0,1,3,-0.900001177600021
0,1,4,-0.887116231111111
0,1,5,-0.8910730313728209
0,1,6,-0.89984
0,1,7,1.1111111111111112
0,1,8,-0.7206400000000001
0,1,9,-0.8999987216384
0,1,10,-0.89974276292608
0,1,11,-0.864768
0,1,12,-0.9097918464
0,1,13,-0.8985958400026215
0,1,14,-0.8822622946541223
0,1,15,-0.8893238899143119
0,1,16,-0.8672255999999999
0,1,17,-0.711126458189743
0,1,18,-0.8
0,1,19,-0.8888177778433144
0,1,20,-0.8893547862678342
0,1,21,-0.8
0,1,22,-0.8888997712724357
0,1,23,-0.899201024
0,1,24,-0.882241934776921
0,1,25,-0.8832
0,1,26,-0.9216
0,1,27,-0.8880224206570968
0,1,28,-0.8
0,1,29,-0.871128847286272
0,1,30,-0.91264
0,1,31,-0.7232000000000001
0,1,32,-0.8966400000655359
0,1,33,-0.8840393159111111
0,1,34,-0.8909564955278849
0,1,35,-0.8910905799702966
0,2,0,0.0
0,2,1,-0.8640512
0,2,2,-0.40000512
0,2,3,-0.8711111111111111
0,2,4,-0.9006131200000008
0,2,5,-0.8
0,2,6,-0.864006144
0,2,7,1.1111111111111112
0,2,8,-0.8935782416383999
0,2,9,-0.8899271193031111
0,2,10,-0.8583111111111349
0,2,11,-0.896768
0,2,12,-0.8800000000001048
0,2,13,-0.891099549728768
0,2,14,-0.8646655999999999
0,2,15,-0.8893281621394202
0,2,16,-0.8928512000026215
0,2,17,-0.7200002048
0,2,18,-0.86402560032768
0,2,19,-0.899207168
0,2,20,-0.8715294720000042
0,2,21,-0.8993536000000009
0,2,22,-0.96
0,2,23,-0.9001738338304
0,2,24,-0.8
0,2,25,0.0
0,2,26,-0.96
0,2,27,-0.8997685264384
0,2,28,-0.8672255999999999
0,2,29,-0.8915911209459082
0,2,30,-0.992
0,2,31,-0.8967111111111198
0,2,32,-0.888689795084522
0,2,33,-0.90243072
0,2,34,-0.8876591104000041
0,2,35,-0.887751111111133
0,3,0,-0.89280618496
0,3,1,0.0
0,3,2,-0.8640000016385049
0,3,3,-0.3904715233075892
0,3,4,-0.8
0,3,5,-0.885538247845039
0,3,6,-0.8897028551111285
0,3,7,1.1111111111111112
0,3,8,-0.893056008192
0,3,9,-0.893184
0,3,10,-0.8890477068027186
0,3,11,-0.8806400000000001
0,3,12,-0.8898206152421833
0,3,13,-0.8928258048000209
0,3,14,-0.8909018728890368
0,3,15,-0.8917367632327111
0,3,16,-0.8904546111586304
0,3,17,-0.900608
0,3,18,-0.8
0,3,19,-0.8908255687111111
0,3,20,-0.8640258048
0,3,21,-0.90340921344
0,3,22,-0.8839623488407521
0,3,23,-0.8936165785601048
0,3,24,0.0
0,3,25,-0.8672000003276801
0,3,26,-0.898713601703936
0,3,27,-0.8552884912128209
0,3,28,-0.9095297307115529
0,3,29,-0.8904921995673601
0,3,30,-0.8949260941420134
0,3,31,-0.8910852960712247
0,3,32,-0.8881493333333333
0,3,33,-0.96
0,3,34,-0.8640307199999999
0,3,35,-0.8806400000000001
0,4,0,-0.7134464
0,4,1,-0.889799520711565
0,4,2,-0.8886949675733494
0,4,3,-0.8911093084641325
0,4,4,-0.40640004096
0,4,5,0.0
0,4,6,-0.8947911111766471
0,4,7,1.1111111111111112
0,4,8,-0.90037764096
0,4,9,-0.720128
0,4,10,-0.8841671184222955
0,4,11,-0.8717342720000042
0,4,12,-0.8893270706693568
0,4,13,-0.8538418020352
0,4,14,-0.7206400000000001
0,4,15,-0.8903315456655361
0,4,16,0.0
