Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4975
2,525,-497.0,0.999,0.5832
3,449,-421.5,0.998,0.4852
4,785,-750.5,0.997,0.703
5,610,-580.5,0.996,0.5259
6,860,-824.0,0.995,0.7675
7,382,-358.0,0.994,0.3372
8,467,-442.0,0.993,0.3893
9,549,-520.5,0.992,0.4491
10,656,-621.5,0.991,0.5325
11,504,-478.5,0.99,0.4321
12,609,-579.0,0.989,0.5246
13,814,-781.5,0.988,0.791
14,441,-414.5,0.987,0.366
15,407,-380.0,0.986,0.3682
16,710,-679.0,0.985,0.6111
17,379,-353.0,0.984,0.3333
18,630,-597.5,0.983,0.5342
19,543,-516.0,0.982,0.4292
20,398,-371.5,0.981,0.3432
21,325,-300.5,0.98,0.3273
22,501,-470.0,0.979,0.4771
23,345,-321.5,0.978,0.3617
24,586,-557.0,0.977,0.5183
25,354,-329.0,0.976,0.335
26,610,-582.5,0.975,0.5113
27,424,-398.5,0.974,0.3583
28,500,-472.0,0.973,0.3927
29,226,-201.0,0.972,0.2163
30,419,-391.0,0.971,0.3527
31,316,-291.0,0.97,0.2646
32,259,-234.5,0.969,0.2389
33,354,-331.5,0.968,0.295
34,490,-464.5,0.968,0.4275
35,362,-333.5,0.967,0.2961
36,455,-429.5,0.966,0.4142
37,256,-233.0,0.965,0.2131
38,202,-180.0,0.964,0.1618
39,411,-384.5,0.963,0.3525
40,326,-300.5,0.962,0.238
41,295,-273.0,0.961,0.2356
42,285,-258.0,0.96,0.2304
43,364,-339.5,0.959,0.3079
44,408,-384.5,0.958,0.3182
45,278,-255.5,0.957,0.2541
46,270,-247.0,0.956,0.2097
47,244,-221.0,0.955,0.2158
48,341,-311.5,0.954,0.273
49,436,-406.0,0.953,0.3481
50,209,-188.5,0.952,0.162
51,179,-157.0,0.951,0.1475
52,295,-273.0,0.95,0.2685
53,331,-306.5,0.949,0.2489
54,318,-296.0,0.948,0.2932
55,229,-208.5,0.947,0.1729
56,227,-205.0,0.946,0.1873
57,303,-279.5,0.946,0.2633
58,178,-152.5,0.945,0.1649
59,226,-202.0,0.944,0.1856
60,209,-187.0,0.943,0.175
61,201,-179.0,0.942,0.1689
62,141,-118.0,0.941,0.1235
63,247,-222.5,0.94,0.2212
64,229,-205.0,0.939,0.2008
65,172,-147.5,0.938,0.1389
66,206,-182.0,0.937,0.1832
67,190,-168.0,0.936,0.1735
68,184,-159.0,0.935,0.1508
69,239,-217.0,0.934,0.2447
70,177,-156.0,0.933,0.1661
71,281,-255.5,0.932,0.2413
72,193,-168.0,0.931,0.1702
73,227,-203.5,0.93,0.1788
74,172,-147.5,0.93,0.1426
75,168,-143.0,0.929,0.1425
76,192,-168.0,0.928,0.1768
77,238,-213.5,0.927,0.192
78,161,-139.0,0.926,0.1319
79,183,-160.5,0.925,0.1664
80,113,-92.0,0.924,0.0961
81,159,-137.0,0.923,0.1407
82,137,-116.5,0.922,0.1365
83,212,-189.0,0.921,0.172
84,284,-261.0,0.92,0.2269
85,162,-138.5,0.919,0.1289
86,128,-105.5,0.918,0.1287
87,106,-85.0,0.918,0.1007
88,167,-146.0,0.917,0.1922
89,214,-191.5,0.916,0.3195
90,216,-192.0,0.915,0.2204
91,141,-119.0,0.914,0.1892
92,159,-137.5,0.913,0.1689
93,172,-149.0,0.912,0.1786
94,113,-91.5,0.911,0.1025
95,195,-170.0,0.91,0.1786
96,206,-181.5,0.909,0.1752
97,107,-85.5,0.908,0.1014
98,175,-152.0,0.908,0.147
99,293,-268.5,0.907,0.2408
