Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4275
2,525,-497.0,0.999,0.3377
3,449,-421.5,0.998,0.3691
4,785,-750.5,0.997,0.595
5,610,-580.5,0.996,0.4296
6,860,-824.0,0.995,0.5578
7,382,-358.0,0.994,0.2907
8,467,-442.0,0.993,0.3019
9,549,-520.5,0.992,0.3847
10,656,-621.5,0.991,0.3926
11,504,-478.5,0.99,0.2924
12,609,-579.0,0.989,0.3632
13,814,-781.5,0.988,0.5168
14,441,-414.5,0.987,0.3213
15,407,-380.0,0.986,0.2905
16,710,-679.0,0.985,0.4642
17,379,-353.0,0.984,0.2519
18,630,-597.5,0.983,0.4439
19,543,-516.0,0.982,0.3645
20,398,-371.5,0.981,0.2565
21,325,-300.5,0.98,0.2203
22,501,-470.0,0.979,0.3165
23,345,-321.5,0.978,0.2406
24,586,-557.0,0.977,0.3772
25,354,-328.5,0.976,0.2692
26,610,-582.5,0.975,0.3877
27,424,-398.5,0.974,0.2562
28,500,-472.0,0.973,0.3129
29,226,-201.0,0.972,0.1484
30,419,-391.0,0.971,0.27
31,316,-291.0,0.97,0.2519
32,259,-234.5,0.969,0.2527
33,354,-331.5,0.968,0.3034
34,490,-464.5,0.968,0.3807
35,362,-333.5,0.967,0.2907
36,455,-429.5,0.966,0.2814
37,256,-233.0,0.965,0.1755
38,202,-180.0,0.964,0.1571
39,411,-384.5,0.963,0.2714
40,326,-300.5,0.962,0.2242
41,295,-273.0,0.961,0.2034
42,285,-258.0,0.96,0.1961
43,364,-339.5,0.959,0.2304
44,408,-384.5,0.958,0.2797
45,278,-255.5,0.957,0.1929
46,270,-247.0,0.956,0.1797
47,244,-221.0,0.955,0.1648
48,341,-311.5,0.954,0.2194
49,436,-406.0,0.953,0.2954
50,209,-188.5,0.952,0.1564
51,179,-157.0,0.951,0.1309
52,295,-273.0,0.95,0.2066
53,331,-306.5,0.949,0.2495
54,318,-296.0,0.948,0.2022
55,229,-208.5,0.947,0.1625
56,227,-205.0,0.946,0.1544
57,303,-279.5,0.946,0.1978
58,178,-152.5,0.945,0.1036
59,226,-202.0,0.944,0.1318
60,209,-187.0,0.943,0.1384
61,201,-179.0,0.942,0.1382
62,141,-118.0,0.941,0.1102
63,247,-222.5,0.94,0.1925
64,229,-205.0,0.939,0.1763
65,172,-147.5,0.938,0.1316
66,206,-182.0,0.937,0.1588
67,190,-168.0,0.936,0.1424
68,184,-159.0,0.935,0.1338
69,239,-217.0,0.934,0.1455
70,177,-156.0,0.933,0.1039
71,281,-255.5,0.932,0.1927
72,193,-168.0,0.931,0.1376
73,227,-203.5,0.93,0.1466
74,172,-147.5,0.93,0.1067
75,168,-143.0,0.929,0.1208
76,192,-168.0,0.928,0.1371
77,238,-213.5,0.927,0.1885
78,161,-139.0,0.926,0.1309
79,183,-160.5,0.925,0.1433
80,113,-92.0,0.924,0.0937
81,159,-137.0,0.923,0.1251
82,137,-116.5,0.922,0.1019
83,212,-188.5,0.921,0.146
84,284,-261.0,0.92,0.1906
85,162,-138.5,0.919,0.1171
86,128,-105.5,0.918,0.0824
87,106,-85.0,0.918,0.064
88,167,-146.0,0.917,0.1163
89,214,-191.5,0.916,0.1577
90,216,-192.0,0.915,0.1612
91,141,-119.0,0.914,0.1023
92,159,-137.5,0.913,0.1049
93,172,-149.0,0.912,0.1063
94,113,-91.5,0.911,0.0709
95,195,-170.0,0.91,0.1174
96,206,-181.5,0.909,0.1417
97,107,-85.5,0.908,0.0844
98,175,-152.0,0.908,0.1354
99,293,-268.5,0.907,0.1984
100,163,-140.0,0.906,0.0942
101,144,-121.5,0.905,0.0969
102,115,-94.0,0.904,0.0832
103,136,-114.0,0.903,0.1076
104,196,-175.5,0.902,0.1424
105,137,-114.0,0.901,0.1117
106,179,-155.0,0.9,0.1174
107,146,-125.0,0.899,0.0935
108,129,-108.5,0.898,0.0824
109,174,-152.0,0.898,0.1209
110,201,-179.5,0.897,0.141
111,142,-118.0,0.896,0.1132
112,135,-114.0,0.895,0.0986
113,138,-117.5,0.894,0.0914
114,123,-102.0,0.893,0.0834
115,176,-152.5,0.892,0.1021
116,167,-145.5,0.891,0.1247
117,145,-123.5,0.89,0.111
118,105,-84.0,0.89,0.0852
119,123,-100.0,0.889,0.0973
120,92,-70.0,0.888,0.0758
121,114,-94.0,0.887,0.084
122,72,-51.5,0.886,0.0628
123,113,-92.5,0.885,0.0801
124,76,-55.0,0.884,0.0571
125,107,-85.5,0.883,0.0817
126,118,-96.0,0.882,0.0954
127,156,-134.0,0.882,0.1248
128,170,-147.5,0.881,0.1246
129,146,-124.5,0.88,0.1118
130,92,-71.5,0.879,0.0636
131,76,-54.0,0.878,0.0514
132,120,-97.5,0.877,0.0779
133,125,-101.5,0.876,0.0971
134,117,-95.5,0.875,0.0901
135,105,-82.5,0.875,0.0859
136,166,-143.0,0.874,0.1261
137,112,-91.5,0.873,0.0827
138,140,-117.5,0.872,0.0973
139,118,-98.0,0.871,0.0881
140,130,-107.5,0.87,0.0977
141,62,-41.5,0.869,0.0529
142,117,-94.5,0.868,0.0847
143,137,-116.0,0.868,0.101
144,89,-68.5,0.867,0.0674
145,106,-83.5,0.866,0.0886
146,76,-55.0,0.865,0.0677
147,102,-80.5,0.864,0.0826
148,144,-123.5,0.863,0.1027
149,117,-95.5,0.862,0.089
150,163,-141.5,0.862,0.1315
151,120,-98.5,0.861,0.0961
152,96,-75.5,0.86,0.0805
153,129,-106.5,0.859,0.1018
154,124,-102.5,0.858,0.0865
155,76,-56.0,0.857,0.0664
156,103,-81.5,0.856,0.0864
157,103,-82.5,0.855,0.0646
158,126,-106.0,0.855,0.0751
159,103,-80.0,0.854,0.0648
160,74,-52.5,0.853,0.0495
161,67,-44.5,0.852,0.0476
162,49,-29.0,0.851,0.0334
163,61,-40.0,0.85,0.0458
164,145,-123.0,0.85,0.1148
165,81,-61.0,0.849,0.0634
166,100,-79.5,0.848,0.0822
167,103,-82.0,0.847,0.0805
168,57,-36.5,0.846,0.0438
169,80,-58.5,0.845,0.0536
170,102,-80.5,0.844,0.0646
171,113,-92.0,0.844,0.0768
172,129,-107.5,0.843,0.0982
173,81,-59.5,0.842,0.0594
174,55,-33.5,0.841,0.0399
175,85,-63.5,0.84,0.0688
176,108,-86.5,0.839,0.082
177,78,-55.5,0.839,0.0592
178,111,-89.0,0.838,0.0794
179,81,-60.0,0.837,0.0698
180,111,-90.0,0.836,0.0885
181,85,-63.5,0.835,0.0731
182,75,-53.5,0.834,0.06
183,113,-92.0,0.834,0.089
184,54,-34.0,0.833,0.0492
185,76,-54.5,0.832,0.0701
186,88,-67.5,0.831,0.0724
187,83,-62.5,0.83,0.0709
188,86,-64.5,0.829,0.0739
189,74,-51.5,0.829,0.0689
190,96,-75.5,0.828,0.0759
191,108,-87.0,0.827,0.0657
192,93,-71.5,0.826,0.0597
193,76,-55.5,0.825,0.0495
194,114,-91.5,0.824,0.0838
195,44,-23.0,0.824,0.0361
196,72,-51.5,0.823,0.0571
197,66,-44.5,0.822,0.046
198,53,-32.0,0.821,0.0489
199,76,-55.5,0.82,0.0601
200,71,-50.5,0.819,0.0492
201,58,-37.0,0.819,0.0456
202,88,-67.5,0.818,0.0738
203,87,-66.5,0.817,0.0579
204,85,-63.5,0.816,0.0666
205,60,-39.0,0.815,0.0532
206,60,-39.5,0.815,0.0505
207,69,-47.0,0.814,0.0507
208,71,-50.5,0.813,0.0765
209,74,-52.5,0.812,0.0822
210,99,-76.5,0.811,0.101
211,71,-50.5,0.81,0.0781
212,72,-50.5,0.81,0.0806
213,36,-15.5,0.809,0.0516
214,90,-68.5,0.808,0.0766
215,41,-21.0,0.807,0.03
216,82,-61.5,0.806,0.0568
217,94,-73.0,0.806,0.0678
218,80,-58.5,0.805,0.0587
219,78,-57.0,0.804,0.0643
220,48,-27.5,0.803,0.041
221,57,-36.5,0.802,0.041
222,60,-40.0,0.802,0.0487
223,51,-30.5,0.801,0.0396
224,79,-58.0,0.8,0.0708
225,60,-38.0,0.799,0.0695
226,64,-44.0,0.798,0.0629
227,74,-51.5,0.798,0.0657
228,92,-71.5,0.797,0.0762
229,53,-32.0,0.796,0.0512
230,86,-65.0,0.795,0.0619
231,58,-37.5,0.794,0.0422
232,59,-38.5,0.794,0.0585
233,71,-49.5,0.793,0.063
234,81,-58.5,0.792,0.0755
235,47,-26.5,0.791,0.0455
236,38,-16.5,0.79,0.0374
237,42,-22.0,0.79,0.0412
238,81,-60.0,0.789,0.0664
239,65,-43.0,0.788,0.0586
240,65,-42.0,0.787,0.0536
241,54,-33.5,0.787,0.0451
242,34,-13.0,0.786,0.0317
243,76,-56.0,0.785,0.0577
244,60,-39.0,0.784,0.0423
245,57,-36.5,0.783,0.0411
246,59,-37.5,0.783,0.0432
247,35,-14.0,0.782,0.0361
248,70,-49.5,0.781,0.0547
249,54,-33.5,0.78,0.0489
250,73,-52.0,0.779,0.0582
251,63,-41.5,0.779,0.0522
252,75,-54.5,0.778,0.0662
253,37,-16.5,0.777,0.0404
254,57,-36.0,0.776,0.0544
255,46,-25.0,0.776,0.0396
256,63,-41.0,0.775,0.0584
257,45,-24.5,0.774,0.0479
258,101,-79.0,0.773,0.0851
259,67,-46.0,0.772,0.0603
260,55,-34.5,0.772,0.0484
261,38,-18.0,0.771,0.037
262,56,-35.5,0.77,0.0493
263,53,-32.5,0.769,0.0515
264,48,-26.0,0.769,0.0465
265,76,-54.5,0.768,0.0666
266,61,-39.5,0.767,0.0516
267,67,-46.0,0.766,0.06
268,52,-31.0,0.766,0.0569
269,38,-17.0,0.765,0.0458
270,85,-63.5,0.764,0.0779
271,65,-43.5,0.763,0.0605
272,79,-57.0,0.763,0.0702
273,54,-33.0,0.762,0.0513
274,65,-44.0,0.761,0.0438
275,56,-34.0,0.76,0.0416
276,41,-20.5,0.759,0.0371
277,48,-28.0,0.759,0.0395
278,57,-36.0,0.758,0.0447
279,32,-12.0,0.757,0.0292
280,43,-22.5,0.756,0.0357
281,81,-60.0,0.756,0.0555
282,57,-35.5,0.755,0.0477
283,53,-33.0,0.754,0.0456
284,48,-27.5,0.753,0.0419
285,56,-35.0,0.753,0.042
286,41,-20.5,0.752,0.0391
287,59,-39.0,0.751,0.049
288,49,-28.5,0.75,0.0395
289,64,-42.5,0.75,0.0449
290,49,-28.5,0.749,0.0363
291,53,-31.5,0.748,0.0377
292,47,-25.5,0.747,0.0362
293,58,-37.0,0.747,0.0451
294,41,-20.0,0.746,0.0327
295,50,-30.0,0.745,0.038
296,55,-35.0,0.744,0.0418
297,44,-24.0,0.744,0.032
298,32,-11.5,0.743,0.0335
299,40,-19.5,0.742,0.0343
300,28,-8.0,0.741,0.027
301,65,-44.5,0.741,0.0528
302,55,-34.5,0.74,0.0479
303,38,-17.0,0.739,0.0345
304,51,-30.5,0.738,0.0366
305,53,-32.5,0.738,0.0391
306,45,-23.5,0.737,0.034
307,48,-26.5,0.736,0.0482
308,42,-21.5,0.736,0.04
309,42,-21.0,0.735,0.0375
310,25,-4.5,0.734,0.0264
311,31,-11.0,0.733,0.0306
312,25,-4.5,0.733,0.0337
313,36,-16.0,0.732,0.047
314,31,-10.0,0.731,0.034
315,34,-14.0,0.73,0.0287
316,62,-40.5,0.73,0.041
317,67,-46.5,0.729,0.0575
318,38,-18.0,0.728,0.0365
319,82,-62.0,0.727,0.0713
320,39,-19.0,0.727,0.0362
321,44,-23.5,0.726,0.0417
322,46,-26.0,0.725,0.0397
323,39,-19.0,0.725,0.0424
324,47,-25.5,0.724,0.0503
325,50,-29.5,0.723,0.0496
326,40,-20.0,0.722,0.041
327,34,-13.5,0.722,0.044
328,29,-8.5,0.721,0.0344
329,48,-27.5,0.72,0.0452
330,35,-14.5,0.72,0.0332
331,28,-8.0,0.719,0.0279
332,54,-34.0,0.718,0.039
333,44,-24.0,0.717,0.0347
334,38,-17.5,0.717,0.0326
335,57,-37.0,0.716,0.0473
336,41,-20.0,0.715,0.0436
337,36,-15.0,0.715,0.0342
338,41,-21.0,0.714,0.0389
339,52,-29.0,0.713,0.0455
340,49,-28.5,0.712,0.0455
341,64,-43.5,0.712,0.055
342,68,-48.0,0.711,0.0526
343,30,-9.5,0.71,0.0297
344,59,-37.5,0.71,0.0482
345,45,-24.0,0.709,0.0372
346,33,-13.0,0.708,0.0293
347,45,-24.0,0.707,0.0351
348,55,-34.0,0.707,0.0445
349,32,-12.0,0.706,0.027
350,46,-24.5,0.705,0.0445
351,28,-8.0,0.705,0.032
352,44,-24.0,0.704,0.0446
353,46,-25.5,0.703,0.0387
354,55,-34.5,0.702,0.0579
355,26,-5.5,0.702,0.0316
356,25,-4.5,0.701,0.032
357,41,-20.5,0.7,0.041
358,31,-10.0,0.7,0.0375
359,43,-22.5,0.699,0.0416
360,28,-7.5,0.698,0.0325
361,37,-17.0,0.698,0.0427
362,26,-5.5,0.697,0.028
363,37,-17.0,0.696,0.0341
364,34,-13.5,0.695,0.0275
365,65,-44.5,0.695,0.0466
366,48,-27.0,0.694,0.0359
367,40,-19.5,0.693,0.0367
368,49,-28.0,0.693,0.039
369,45,-25.0,0.692,0.0352
370,30,-10.0,0.691,0.0342
371,48,-27.5,0.691,0.0397
372,34,-12.5,0.69,0.0272
373,34,-13.0,0.689,0.029
374,33,-12.5,0.689,0.0323
375,30,-10.0,0.688,0.0275
376,41,-20.5,0.687,0.0381
377,32,-12.0,0.686,0.0275
378,32,-12.0,0.686,0.0298
379,17,3.0,0.685,0.0246
380,44,-24.0,0.684,0.0369
381,33,-13.0,0.684,0.0325
382,29,-8.5,0.683,0.0343
383,18,2.0,0.682,0.0269
384,36,-15.0,0.682,0.031
385,24,-4.0,0.681,0.027
386,33,-12.5,0.68,0.0427
387,43,-22.0,0.68,0.0437
388,43,-21.5,0.679,0.0374
389,46,-25.5,0.678,0.0419
390,51,-30.5,0.678,0.0549
391,33,-13.0,0.677,0.0359
392,30,-8.0,0.676,0.0357
393,32,-11.5,0.676,0.0354
394,42,-21.5,0.675,0.037
395,23,-3.0,0.674,0.023
396,67,-46.0,0.674,0.0479
