Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4973
2,525,-497.0,0.999,0.4846
3,449,-421.5,0.998,0.4304
4,785,-750.5,0.997,0.6833
5,610,-580.5,0.996,0.5339
6,860,-824.0,0.995,0.6995
7,382,-358.0,0.994,0.3175
8,467,-442.0,0.993,0.3957
9,549,-520.5,0.992,0.4366
10,656,-621.5,0.991,0.6038
11,504,-478.5,0.99,0.4567
12,609,-579.0,0.989,0.5011
13,814,-781.5,0.988,0.666
14,441,-414.5,0.987,0.3678
15,407,-380.0,0.986,0.3598
16,710,-679.0,0.985,0.5819
17,379,-353.0,0.984,0.324
18,630,-597.5,0.983,0.5404
19,543,-516.0,0.982,0.4715
20,398,-371.5,0.981,0.3308
21,325,-300.5,0.98,0.2954
22,501,-470.0,0.979,0.4553
23,345,-321.5,0.978,0.3242
24,586,-557.0,0.977,0.4734
25,354,-329.0,0.976,0.3229
26,610,-582.5,0.975,0.5131
27,424,-398.5,0.974,0.3427
28,500,-472.0,0.973,0.4099
29,226,-201.0,0.972,0.219
30,419,-391.0,0.971,0.3507
31,316,-291.0,0.97,0.2728
32,259,-234.5,0.969,0.2209
33,354,-331.5,0.968,0.2999
34,490,-464.5,0.968,0.4033
35,362,-333.0,0.967,0.2849
36,455,-429.5,0.966,0.4728
37,256,-233.0,0.965,0.2121
38,202,-180.0,0.964,0.1851
39,411,-384.5,0.963,0.3516
40,326,-300.5,0.962,0.27
41,295,-273.0,0.961,0.3004
42,285,-258.0,0.96,0.2534
43,364,-339.5,0.959,0.3161
44,408,-384.5,0.958,0.3596
45,278,-255.5,0.957,0.227
46,270,-247.0,0.956,0.2574
47,244,-221.0,0.955,0.2054
48,340,-310.5,0.954,0.2602
49,437,-407.0,0.953,0.3384
50,209,-188.5,0.952,0.1933
51,179,-157.0,0.951,0.144
52,295,-273.0,0.95,0.2469
53,331,-306.5,0.949,0.3011
54,318,-296.0,0.948,0.2511
55,229,-208.5,0.947,0.1711
56,227,-205.0,0.946,0.1853
57,303,-279.5,0.946,0.2394
58,176,-150.5,0.945,0.1568
59,228,-203.5,0.944,0.1923
60,209,-187.0,0.943,0.194
61,201,-179.0,0.942,0.1815
62,141,-118.0,0.941,0.124
63,247,-222.5,0.94,0.2065
64,229,-205.0,0.939,0.2036
65,172,-147.5,0.938,0.1531
66,206,-182.0,0.937,0.1804
67,190,-168.0,0.936,0.1534
68,184,-159.0,0.935,0.1768
69,239,-217.0,0.934,0.2083
70,177,-156.0,0.933,0.1545
71,281,-255.5,0.932,0.2365
72,193,-168.0,0.931,0.2071
73,227,-203.5,0.93,0.2053
74,172,-147.5,0.93,0.1401
75,168,-143.0,0.929,0.1368
76,192,-168.0,0.928,0.1633
77,238,-213.5,0.927,0.2166
78,161,-139.0,0.926,0.1496
79,183,-160.5,0.925,0.1559
80,113,-92.0,0.924,0.1063
81,159,-137.0,0.923,0.1309
82,137,-116.5,0.922,0.1257
83,185,-162.0,0.921,0.187
84,311,-287.5,0.92,0.2548
85,198,-173.0,0.919,0.1816
86,132,-110.0,0.918,0.1515
87,104,-83.0,0.918,0.0998
88,164,-143.0,0.917,0.1474
89,178,-155.5,0.916,0.1549
90,216,-192.0,0.915,0.1775
91,141,-119.0,0.914,0.1293
92,124,-103.0,0.913,0.1043
93,106,-83.5,0.912,0.0945
94,136,-112.5,0.911,0.131
95,150,-128.5,0.91,0.1356
96,195,-170.5,0.909,0.1691
97,162,-138.5,0.908,0.1425
98,137,-115.5,0.908,0.1216
99,256,-231.5,0.907,0.2192
100,147,-125.5,0.906,0.1362
101,152,-129.0,0.905,0.1412
102,144,-121.5,0.904,0.14
103,111,-89.5,0.903,0.1113
104,140,-118.5,0.902,0.1393
105,140,-119.5,0.901,0.1567
106,157,-135.5,0.9,0.1563
107,178,-155.0,0.899,0.1638
108,108,-86.0,0.898,0.107
109,153,-131.5,0.898,0.1424
110,137,-114.5,0.897,0.104
111,167,-146.0,0.896,0.157
112,139,-118.0,0.895,0.1305
113,138,-115.0,0.894,0.1204
114,102,-81.5,0.893,0.0866
115,141,-120.5,0.892,0.1418
116,123,-102.0,0.891,0.1047
117,176,-152.5,0.89,0.1495
118,167,-145.5,0.89,0.1363
119,145,-124.5,0.889,0.1252
120,105,-84.5,0.888,0.1416
121,123,-100.5,0.887,0.0981
122,92,-71.0,0.886,0.1657
123,103,-82.5,0.885,0.0785
124,83,-62.5,0.884,0.0865
125,113,-92.0,0.883,0.1098
