Pattern Index,State,Action,Q-Value
0,0,0,0.0
0,0,1,-0.336845403
0,0,2,0.010208397949508508
0,0,3,0.17883199023653634
0,0,4,-0.1929
0,0,5,-0.1929
0,0,6,-0.30261601287300105
0,0,7,3.3332360151068983
0,0,8,-0.391581
0,0,9,-0.5067261000000001
0,0,10,-0.20816893181202034
0,0,11,-0.657
0,0,12,0.1394727963148909
0,0,13,-0.17819481407937315
0,0,14,-0.32712754637007097
0,0,15,0.16015831944594522
0,0,16,-0.12025833365202027
0,0,17,-0.50406099
0,0,18,-0.4886157
0,0,19,-0.275451
0,0,20,-0.348274506
0,0,21,-0.0921580174915132
0,0,22,-0.18981237210000002
0,0,23,-0.2457139802567612
0,0,24,0.38993967203054064
0,0,25,-0.40400709091708803
0,0,26,-0.40019522767152993
0,0,27,-0.4129480821
0,0,28,0.22718076060811696
0,0,29,0.11923048737322262
0,0,30,-0.3
0,0,31,0.1556232057101511
0,0,32,-0.5822547
0,0,33,0.1398222963352157
0,0,34,-0.30505725409146106
0,0,35,-0.37092579580870905
0,1,0,0.05108996173119462
0,1,1,-0.124821
0,1,2,-0.40313937679889283
0,1,3,0.21623191080016163
0,1,4,0.31201336693537374
0,1,5,-0.237
0,1,6,-0.42760629
0,1,7,3.3332370005624945
0,1,8,0.2137774663786999
0,1,9,-0.3894417071585899
0,1,10,-0.07447752418481257
0,1,11,-0.10210608210000001
0,1,12,0.00856649343468363
0,1,13,-0.16203
0,1,14,0.26477611728932837
0,1,15,0.13279506014761688
0,1,16,-0.30632099999999995
0,1,17,-0.20441798791708804
0,1,18,-0.3
0,1,19,-0.32118279830348867
0,1,20,0.18828644273226988
0,1,21,0.14270336511130388
0,1,22,-0.27387435122929804
0,1,23,-0.3352947
0,1,24,-0.09016756375922498
0,1,25,-0.2850554288521142
0,1,26,-0.15589155056533432
0,1,27,-0.237
0,1,28,-0.3121060821
0,1,29,-0.37251852407937314
0,1,30,-0.511731980229
0,1,31,0.18724489689018314
0,1,32,0.14838793779072823
0,1,33,-0.09034196685556119
0,1,34,0.00109310761577186
0,1,35,0.05834257451143199
0,2,0,0.12513437364469768
0,2,1,-0.2235894
0,2,2,0.7419469464760022
0,2,3,0.10814505501330107
0,2,4,0.06438654407528199
0,2,5,0.061147441479020403
0,2,6,0.05936192303969673
0,2,7,3.333225087398456
0,2,8,-0.40108137679889283
0,2,9,-0.41319
0,2,10,-0.29119470000000003
0,2,11,-0.3
0,2,12,-0.32322638322900005
0,2,13,-0.3625270821
0,2,14,-0.1929
0,2,15,0.17146115069579276
0,2,16,-0.14012219081202026
0,2,17,-0.21735588494222302
0,2,18,-0.36997199999999997
0,2,19,-0.3232448882402101
0,2,20,-0.30418169763145747
0,2,21,-0.447
0,2,22,-0.4153480489555612
0,2,23,-0.594
0,2,24,-0.30284853690596586
0,2,25,-0.09011729463145747
0,2,26,-0.3890100841591083
0,2,27,-0.3406759604580001
0,2,28,-0.11470629
0,2,29,-0.44903466921854707
0,2,30,-0.47552862707937316
0,2,31,-0.4615408815419616
0,2,32,-0.107294403
0,2,33,-0.51
0,2,34,-0.3
0,2,35,-0.3
0,3,0,-0.23065287126030004
0,3,1,-0.17444678916030004
0,3,2,0.1319256341906469
0,3,3,0.09191563361069993
0,3,4,0.08803219173714827
0,3,5,0.4064952062328277
