Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4739
2,525,-497.0,0.999,0.3609
3,449,-421.5,0.998,0.3897
4,785,-750.5,0.997,0.536
5,610,-580.5,0.996,0.4332
6,860,-824.0,0.995,0.5797
7,382,-358.0,0.994,0.2998
8,467,-442.0,0.993,0.2813
9,549,-520.5,0.992,0.3495
10,656,-621.5,0.991,0.4452
11,504,-478.5,0.99,0.3118
12,609,-579.0,0.989,0.381
13,814,-781.5,0.988,0.4985
14,441,-414.5,0.987,0.2659
15,407,-380.0,0.986,0.2611
16,710,-679.0,0.985,0.4683
17,379,-353.0,0.984,0.2681
18,630,-597.5,0.983,0.4319
19,543,-516.0,0.982,0.3599
20,398,-371.5,0.981,0.2526
21,325,-300.5,0.98,0.2101
22,501,-470.0,0.979,0.3033
23,345,-321.5,0.978,0.2323
24,586,-557.0,0.977,0.4232
25,354,-329.0,0.976,0.2292
26,610,-582.5,0.975,0.3725
27,424,-398.5,0.974,0.2647
28,500,-472.0,0.973,0.293
29,226,-201.0,0.972,0.1337
30,419,-391.0,0.971,0.2719
31,316,-291.0,0.97,0.1891
32,259,-234.5,0.969,0.1595
33,354,-331.5,0.968,0.2507
34,490,-464.5,0.968,0.3566
35,362,-333.5,0.967,0.2514
36,455,-429.5,0.966,0.3109
37,256,-233.0,0.965,0.1711
38,202,-180.0,0.964,0.1309
39,411,-384.5,0.963,0.2475
40,326,-300.5,0.962,0.2417
41,295,-273.0,0.961,0.1997
42,285,-258.0,0.96,0.1569
43,364,-339.5,0.959,0.2311
44,408,-384.5,0.958,0.3021
45,278,-255.5,0.957,0.2108
46,270,-247.0,0.956,0.1934
47,244,-221.0,0.955,0.167
48,341,-311.5,0.954,0.2107
49,436,-406.0,0.953,0.2671
50,209,-188.5,0.952,0.1203
51,179,-157.0,0.951,0.115
52,295,-273.0,0.95,0.1803
53,331,-306.5,0.949,0.2027
54,318,-296.0,0.948,0.2066
55,229,-208.5,0.947,0.1715
56,227,-205.0,0.946,0.1717
57,303,-279.5,0.946,0.2206
58,178,-152.5,0.945,0.1362
59,226,-202.0,0.944,0.1663
60,209,-187.0,0.943,0.1414
61,201,-179.0,0.942,0.1294
62,141,-118.0,0.941,0.0928
63,247,-222.5,0.94,0.1601
64,229,-205.0,0.939,0.1435
65,172,-147.5,0.938,0.106
66,206,-182.0,0.937,0.1272
67,190,-168.0,0.936,0.1249
68,184,-159.0,0.935,0.1089
69,239,-217.0,0.934,0.1675
70,177,-156.0,0.933,0.1299
71,281,-255.5,0.932,0.1922
72,193,-168.0,0.931,0.1372
73,227,-203.5,0.93,0.1581
74,172,-147.5,0.93,0.1293
75,168,-143.0,0.929,0.1338
76,192,-168.0,0.928,0.1367
77,238,-213.5,0.927,0.1547
78,161,-139.0,0.926,0.1038
79,183,-160.5,0.925,0.1257
80,113,-92.0,0.924,0.0853
81,159,-137.0,0.923,0.1102
82,137,-116.5,0.922,0.094
83,212,-189.0,0.921,0.136
84,284,-261.0,0.92,0.1772
85,162,-138.5,0.919,0.11
86,128,-105.5,0.918,0.0938
87,106,-85.0,0.918,0.0872
88,167,-146.0,0.917,0.1292
89,214,-191.5,0.916,0.1553
90,216,-192.0,0.915,0.1502
91,141,-119.0,0.914,0.1107
92,159,-137.5,0.913,0.1264
93,172,-149.0,0.912,0.1307
94,113,-91.5,0.911,0.092
95,195,-170.0,0.91,0.1443
96,206,-181.5,0.909,0.1726
97,107,-85.5,0.908,0.0784
98,175,-152.0,0.908,0.1357
99,293,-268.5,0.907,0.1851
100,163,-140.0,0.906,0.0976
101,144,-121.5,0.905,0.0999
102,115,-94.0,0.904,0.0784
103,136,-114.0,0.903,0.0968
104,196,-175.5,0.902,0.1222
105,137,-114.0,0.901,0.0921
106,179,-155.0,0.9,0.1229
107,146,-125.0,0.899,0.1158
108,129,-108.5,0.898,0.103
109,174,-152.0,0.898,0.1371
110,201,-179.5,0.897,0.1559
111,142,-118.0,0.896,0.1116
112,135,-114.0,0.895,0.11
113,138,-117.5,0.894,0.1035
114,123,-102.0,0.893,0.0962
115,176,-152.5,0.892,0.1284
116,167,-145.5,0.891,0.1173
117,145,-123.5,0.89,0.0933
118,105,-84.0,0.89,0.0656
119,123,-100.0,0.889,0.0858
120,92,-70.0,0.888,0.0579
121,114,-94.0,0.887,0.0832
122,72,-51.5,0.886,0.0525
123,113,-92.5,0.885,0.0866
124,76,-55.0,0.884,0.0594
125,107,-85.5,0.883,0.0809
126,118,-96.0,0.882,0.0844
127,156,-134.0,0.882,0.0987
128,170,-147.5,0.881,0.1043
129,146,-124.5,0.88,0.0969
130,92,-71.5,0.879,0.0711
131,76,-54.0,0.878,0.0575
132,120,-97.5,0.877,0.1021
133,106,-83.0,0.876,0.0863
134,120,-98.0,0.875,0.0951
135,114,-91.5,0.875,0.0888
136,117,-95.0,0.874,0.0914
137,168,-146.0,0.873,0.1255
138,140,-117.5,0.872,0.1121
139,118,-98.0,0.871,0.0952
140,130,-107.5,0.87,0.1042
141,62,-41.5,0.869,0.0518
142,117,-94.5,0.868,0.0906
143,137,-116.0,0.868,0.0983
144,89,-68.5,0.867,0.0592
145,106,-83.5,0.866,0.0764
146,76,-55.0,0.865,0.0595
147,102,-80.5,0.864,0.0766
148,144,-123.5,0.863,0.0997
149,117,-95.5,0.862,0.0741
150,163,-141.5,0.862,0.1096
151,120,-98.5,0.861,0.0862
152,92,-72.0,0.86,0.0676
153,133,-110.5,0.859,0.0886
154,90,-69.5,0.858,0.055
155,94,-72.0,0.857,0.0679
156,78,-57.0,0.856,0.0624
157,88,-67.5,0.855,0.0742
158,86,-66.0,0.855,0.0759
159,127,-105.0,0.854,0.0988
160,87,-64.5,0.853,0.0716
161,69,-48.0,0.852,0.0605
162,69,-47.5,0.851,0.0534
163,59,-38.5,0.85,0.0541
164,110,-88.5,0.85,0.0808
165,88,-66.0,0.849,0.0716
166,66,-45.5,0.848,0.0559
167,134,-113.0,0.847,0.1033
168,87,-66.5,0.846,0.0702
169,84,-61.5,0.845,0.072
170,78,-58.0,0.844,0.0557
171,118,-96.0,0.844,0.087
172,104,-82.0,0.843,0.0795
173,62,-42.0,0.842,0.0483
174,97,-75.0,0.841,0.0745
175,67,-45.0,0.84,0.0507
176,136,-114.5,0.839,0.0822
177,71,-50.0,0.839,0.0541
178,64,-42.5,0.838,0.0536
179,102,-80.0,0.837,0.0682
180,64,-43.5,0.836,0.069
181,109,-88.0,0.835,0.0921
182,76,-54.5,0.834,0.0619
183,68,-46.0,0.834,0.0573
184,107,-87.0,0.833,0.0749
185,63,-42.0,0.832,0.0478
186,64,-43.0,0.831,0.055
187,83,-61.5,0.83,0.063
188,91,-71.0,0.829,0.0902
189,72,-51.5,0.829,0.0545
190,74,-52.5,0.828,0.0505
191,95,-74.0,0.827,0.0573
192,74,-52.5,0.826,0.0498
193,122,-101.0,0.825,0.0917
194,61,-39.5,0.824,0.0574
195,105,-83.5,0.824,0.0862
196,81,-60.0,0.823,0.0625
197,38,-17.0,0.822,0.0384
198,91,-69.0,0.821,0.0634
199,50,-29.0,0.82,0.0432
200,88,-67.0,0.819,0.0695
201,71,-50.5,0.819,0.0608
202,76,-55.0,0.818,0.0494
203,59,-38.5,0.817,0.0401
204,79,-58.0,0.816,0.0658
205,65,-44.5,0.815,0.0589
206,88,-67.0,0.815,0.0744
207,57,-36.5,0.814,0.0535
208,80,-58.0,0.813,0.0673
209,90,-69.0,0.812,0.0678
210,65,-44.0,0.811,0.0465
211,100,-78.0,0.81,0.0771
212,74,-52.0,0.81,0.0538
213,64,-42.5,0.809,0.0464
214,62,-40.5,0.808,0.0566
215,90,-68.0,0.807,0.0637
216,41,-20.5,0.806,0.0379
217,82,-61.0,0.806,0.066
218,94,-73.0,0.805,0.0648
219,77,-56.5,0.804,0.0564
220,81,-60.0,0.803,0.0556
221,48,-27.5,0.802,0.0406
222,57,-35.5,0.802,0.0521
223,60,-40.0,0.801,0.047
224,51,-30.0,0.8,0.0398
225,68,-47.5,0.799,0.0594
226,60,-38.5,0.798,0.0446
227,65,-44.0,0.798,0.0449
228,62,-40.5,0.797,0.0524
229,59,-38.0,0.796,0.0522
230,81,-59.5,0.795,0.0597
231,53,-32.5,0.794,0.0492
232,88,-67.5,0.794,0.0754
233,79,-58.5,0.793,0.0752
234,61,-40.0,0.792,0.061
235,64,-42.0,0.791,0.0538
236,65,-44.5,0.79,0.0583
237,50,-29.5,0.79,0.0336
238,49,-29.0,0.789,0.0354
239,81,-60.0,0.788,0.0516
240,67,-45.0,0.787,0.0531
241,63,-40.5,0.787,0.0513
242,54,-33.5,0.786,0.0471
243,34,-13.0,0.785,0.037
244,70,-48.5,0.784,0.0558
245,78,-57.0,0.783,0.0588
246,51,-31.0,0.783,0.0455
247,54,-32.5,0.782,0.048
248,34,-13.0,0.781,0.0335
249,70,-48.5,0.78,0.0565
250,45,-24.5,0.779,0.0421
251,82,-60.5,0.779,0.068
252,57,-35.5,0.778,0.0565
253,63,-43.0,0.777,0.0519
254,39,-17.5,0.776,0.0337
255,57,-35.5,0.776,0.0462
256,44,-23.0,0.775,0.0326
257,66,-44.0,0.774,0.0447
258,47,-26.5,0.773,0.0378
259,87,-66.0,0.772,0.0579
260,80,-58.5,0.772,0.0602
261,52,-32.0,0.771,0.048
262,51,-30.0,0.77,0.041
263,49,-28.0,0.769,0.042
264,54,-33.5,0.769,0.0439
265,36,-15.0,0.768,0.0328
266,56,-34.0,0.767,0.0478
267,77,-54.5,0.766,0.056
268,59,-37.5,0.766,0.0501
