Pattern Index,State,Action,Q-Value
0,0,0,0.0
0,0,1,-0.27591
0,0,2,0.3096282547269079
0,0,3,-0.22128479999999995
0,0,4,-0.11701293328098897
0,0,5,-0.219
0,0,6,0.055171743718559235
0,0,7,9.587904203924946
0,0,8,-0.31574699999999994
0,0,9,1.195403210643383
0,0,10,-0.219
0,0,11,-0.5054649627000001
0,0,12,-0.07414032761314465
0,0,13,0.0
0,0,14,-0.28875779999999995
0,0,15,0.07282279922768845
0,0,16,0.0
0,0,17,-0.576
0,0,18,0.35799444430102634
0,0,19,-0.20843699999999998
0,0,20,-0.25490222999999995
0,0,21,1.1113892172627564
0,0,22,-0.10066233718669228
0,0,23,0.15443833688499753
0,0,24,-0.458337
0,0,25,-0.42290999999999995
0,0,26,0.8210597769703117
0,0,27,-0.0579996988937882
0,0,28,1.5725691856580202
0,0,29,-0.08462769874096232
0,0,30,-0.3
0,0,31,-0.28796399999999994
0,0,32,-0.554727
0,0,33,-0.24762683172299998
0,0,34,1.797317886418152
0,0,35,-0.429
0,1,0,-0.28388533267143584
0,1,1,0.4451692212560444
0,1,2,-0.2388913869324727
0,1,3,0.8025771293905636
0,1,4,1.368929673731508
0,1,5,2.6387715947726242
0,1,6,-0.16239142841000498
0,1,7,9.589291491547794
0,1,8,0.0
0,1,9,-0.15814925774043576
0,1,10,2.884171991968837
0,1,11,1.6283079402416205
0,1,12,-0.657
0,1,13,-0.16507979099999995
0,1,14,0.8524392855389709
0,1,15,0.3426644078382138
0,1,16,-0.16140944565210003
0,1,17,-0.145460133280989
0,1,18,0.32767444709190213
0,1,19,-0.22670557618669226
0,1,20,-0.30867571199999994
0,1,21,1.5261249643106445
0,1,22,-0.16120589999999999
0,1,23,-0.3
0,1,24,0.0
0,1,25,-0.026239609878295045
0,1,26,-0.5193
0,1,27,-0.248127
0,1,28,-0.061765230000000004
0,1,29,0.37518516485646186
0,1,30,-0.576
0,1,31,-0.20843699999999998
0,1,32,-0.3
0,1,33,-0.03373714754427003
0,1,34,-0.016537932021693513
0,1,35,-0.3359888999999999
0,2,0,0.9301129929430478
0,2,1,-0.15146612099999995
0,2,2,0.2561767734828663
0,2,3,0.1333818104884763
0,2,4,0.07190097032941978
0,2,5,-0.33260999999999996
0,2,6,-0.09547132199999997
0,2,7,9.57176599987156
0,2,8,-0.38321999999999995
0,2,9,-0.38321999999999995
0,2,10,0.25761106360645947
0,2,11,0.5326694144018014
