Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.492
2,525,-497.0,0.999,0.4742
3,449,-421.5,0.998,0.4006
4,785,-750.5,0.997,0.6955
5,610,-580.5,0.996,0.5006
6,860,-824.0,0.995,0.6956
7,382,-358.0,0.994,0.3399
8,467,-442.0,0.993,0.3745
9,549,-520.5,0.992,0.4641
10,656,-621.5,0.991,0.5517
11,504,-478.5,0.99,0.4279
12,609,-579.0,0.989,0.5047
13,814,-781.5,0.988,0.7244
14,441,-414.5,0.987,0.4197
15,407,-380.0,0.986,0.3661
16,710,-679.0,0.985,0.5956
17,379,-353.0,0.984,0.3202
18,630,-597.5,0.983,0.5389
19,543,-516.0,0.982,0.4513
20,398,-371.5,0.981,0.3447
21,325,-300.5,0.98,0.2887
22,501,-470.0,0.979,0.4888
23,345,-321.5,0.978,0.3061
24,586,-557.0,0.977,0.5911
25,354,-329.0,0.976,0.3133
26,610,-582.5,0.975,0.5001
27,424,-398.5,0.974,0.3477
28,500,-472.0,0.973,0.4281
29,226,-201.0,0.972,0.2074
30,419,-391.0,0.971,0.3518
31,316,-291.0,0.97,0.2651
32,259,-234.5,0.969,0.2395
33,354,-331.5,0.968,0.2978
34,490,-464.5,0.968,0.3922
35,362,-333.5,0.967,0.2993
36,455,-429.5,0.966,0.3772
37,256,-233.0,0.965,0.2547
38,202,-180.0,0.964,0.1799
39,411,-384.5,0.963,0.2993
40,326,-300.5,0.962,0.289
41,295,-273.0,0.961,0.23
42,285,-258.0,0.96,0.2367
43,364,-339.5,0.959,0.2781
44,408,-384.5,0.958,0.3337
45,278,-255.5,0.957,0.3178
46,270,-247.0,0.956,0.257
47,244,-221.0,0.955,0.2211
48,341,-311.5,0.954,0.3017
49,436,-406.0,0.953,0.397
50,209,-188.5,0.952,0.1751
51,179,-157.0,0.951,0.1615
52,295,-273.0,0.95,0.2777
53,331,-306.5,0.949,0.2882
54,318,-296.0,0.948,0.263
55,229,-208.5,0.947,0.2053
56,227,-205.0,0.946,0.1937
57,303,-279.5,0.946,0.2708
58,178,-152.5,0.945,0.1473
59,226,-202.0,0.944,0.1937
60,209,-187.0,0.943,0.174
61,201,-179.0,0.942,0.1518
62,141,-118.0,0.941,0.1211
63,247,-222.5,0.94,0.1995
64,229,-205.0,0.939,0.1712
65,172,-147.5,0.938,0.1525
66,206,-182.0,0.937,0.1837
67,190,-168.0,0.936,0.1633
68,184,-159.0,0.935,0.1505
69,239,-217.0,0.934,0.2128
70,177,-156.0,0.933,0.1516
71,281,-255.5,0.932,0.2345
72,193,-168.0,0.931,0.1559
73,227,-203.5,0.93,0.1827
74,172,-147.5,0.93,0.1317
75,168,-143.0,0.929,0.152
76,192,-168.0,0.928,0.2142
77,238,-213.5,0.927,0.2039
78,161,-139.0,0.926,0.1675
79,183,-160.5,0.925,0.1729
80,113,-92.0,0.924,0.1139
81,159,-137.0,0.923,0.1341
82,137,-116.5,0.922,0.1262
83,212,-189.0,0.921,0.1609
84,284,-261.0,0.92,0.2551
85,162,-138.5,0.919,0.139
86,128,-105.5,0.918,0.1097
