Pattern Index,State,Action,Q-Value
0,0,0,0.0
0,0,1,-0.33085937500000007
0,0,2,-0.31408452987670904
0,0,3,-0.30177612304687507
0,0,4,0.46973925973718067
0,0,5,-0.23750000000000004
0,0,6,0.3643453491377582
0,0,7,3.333333233479048
0,0,8,-0.37187500000000007
0,0,9,0.2939037510120549
0,0,10,-0.029050166893005547
0,0,11,-0.875
0,0,12,-0.48750000000000004
0,0,13,-0.23047142028808595
0,0,14,0.4794600333698598
0,0,15,-0.30395507812500006
0,0,16,0.679737479155624
0,0,17,-0.41640625000000003
0,0,18,-0.4453125000000001
0,0,19,-0.290625
0,0,20,-0.30976696014404304
0,0,21,-0.875
0,0,22,0.5503823131654381
0,0,23,-0.28280143737792973
0,0,24,-0.39453125000000006
0,0,25,-0.3480575561523438
0,0,26,0.827457572400778
0,0,27,0.0605344817672967
0,0,28,0.8576538732230761
0,0,29,-0.587501335144043
0,0,30,-0.5
0,0,31,-0.328125
0,0,32,-0.49843750000000003
0,0,33,-0.40273437500000003
0,0,34,-0.43750004172325135
0,0,35,0.31741290895028024
0,1,0,0.47249725199320675
0,1,1,-0.021875000000000006
0,1,2,-0.4375006675720215
0,1,3,0.3762946447150899
0,1,4,0.33165113174038363
0,1,5,-0.325
0,1,6,-0.16798133344650273
0,1,7,3.3333332366030675
0,1,8,-0.2253524780273438
0,1,9,-0.32675783336162567
0,1,10,-0.31970214843750006
0,1,11,-0.22569427490234378
0,1,12,-0.44392090104520326
0,1,13,-0.19375000000000003
0,1,14,-0.23750000000000004
0,1,15,-0.028917060407996298
0,1,16,-0.334375
0,1,17,-0.2468856811523438
0,1,18,-0.5
0,1,19,-0.30451722145080573
0,1,20,0.28592740250988596
0,1,21,-0.575
0,1,22,0.5163457978956909
0,1,23,-0.16253129172325134
0,1,24,0.0
0,1,25,0.3571069330676352
0,1,26,-0.32927246093750007
0,1,27,-0.325
0,1,28,-0.4013671875
0,1,29,-0.48750000000000004
0,1,30,-0.500341796875
0,1,31,-0.30629272460937507
0,1,32,-0.40034179687500004
0,1,33,-0.150001335144043
0,1,34,-0.44375000000000003
0,1,35,0.8014997472678467
0,2,0,0.0
0,2,1,-0.246875
0,2,2,0.8262888614538038
0,2,3,0.3336026289742916
0,2,4,0.6860996400853723
0,2,5,-0.5
0,2,6,-0.22773437500000002
0,2,7,3.3333332065728003
0,2,8,0.4806007510545156
0,2,9,0.4697748927681663
0,2,10,-0.32343750000000004
0,2,11,0.758332779170062
0,2,12,-0.26528808724135167
0,2,13,-0.12683984407596294
0,2,14,0.46914381188161125
0,2,15,-0.48125
0,2,16,0.205173038892746
0,2,17,-0.2959228515625001
0,2,18,0.011845014953613231
0,2,19,-0.31395263671875
0,2,20,-0.19348445844650275
0,2,21,-0.575
0,2,22,0.23301044858200837
0,2,23,-0.7
0,2,24,0.40017799336457205
0,2,25,0.1223328072845935
0,2,26,0.5652904870356974
0,2,27,-0.06118088023662577
0,2,28,0.4953643767585928
0,2,29,-0.525042724609375
0,2,30,-0.385549545288086
0,2,31,-0.4328125
0,2,32,0.961813070753338
0,2,33,-0.75
0,2,34,0.40891688435617013
0,2,35,0.20693190062995548
0,3,0,-0.2833865642547608
0,3,1,0.552382658000171
0,3,2,-0.14935841017216445
0,3,3,0.14948730468749996
0,3,4,-0.44375000000000003
0,3,5,-0.36110839843750003
0,3,6,0.5048059977631724
0,3,7,3.333333250045558
0,3,8,-0.31718750000000007
0,3,9,-0.26892089843750006
0,3,10,-0.19375000000000003
0,3,11,-0.004656806750297615
0,3,12,-0.43437566757202156
0,3,13,0.01506751094558273
0,3,14,-0.4
0,3,15,0.6435569081998836
0,3,16,-0.415625
0,3,17,0.3791475812464121
0,3,18,0.2808553593829711
0,3,19,0.46767685710052864
0,3,20,-0.171875
0,3,21,0.1258305238592176
0,3,22,-0.26875000000000004
0,3,23,-0.3606253337860108
0,3,24,-0.150001335144043
0,3,25,-0.3138671875
0,3,26,-0.19375000000000003
0,3,27,0.5242281706002629
0,3,28,0.48555090477663854
0,3,29,0.13154404947209344
0,3,30,-0.53046875
0,3,31,-0.39392089843750006
0,3,32,-0.325
0,3,33,-0.5
0,3,34,-0.26660223007202155
0,3,35,-0.40017089843750003
0,4,0,0.0
0,4,1,0.538969977704746
0,4,2,0.5439605049688666
0,4,3,0.3978702382617274
0,4,4,0.45964604159593564
0,4,5,-0.19375000000000003
0,4,6,-0.44392223358154304
0,4,7,3.333333258621433
0,4,8,-0.43281250000000004
0,4,9,-0.18562500016298147
0,4,10,0.33994250891061234
0,4,11,0.01895998402118676
0,4,12,0.734770642453757
0,4,13,-0.015219417897984422
0,4,14,-0.19375000000000003
0,4,15,-0.44375000000000003
0,4,16,-0.045188835144043066
0,4,17,0.6918295434556252
0,4,18,-0.3919921875
0,4,19,-0.27348289489746097
0,4,20,-0.15000267028808595
0,4,21,-0.325
0,4,22,-0.013825010430812912
0,4,23,-0.031633465568089214
0,4,24,0.543071776967019
0,4,25,-0.15002136230468754
0,4,26,-0.39375000000000004
0,4,27,-0.32899169921875
0,4,28,-0.75
0,4,29,-0.20921151633262636
0,4,30,-0.575
0,4,31,-0.33437500000000003
0,4,32,0.29955839555479924
0,4,33,-0.875
0,4,34,0.0
0,4,35,-0.5
0,5,0,-0.03247502962946902
0,5,1,-0.15273437500000003
0,5,2,-0.22500400543212892
0,5,3,0.1616433451805233
0,5,4,-0.19375000000000003
0,5,5,0.9891106898491664
0,5,6,0.446549284323494
0,5,7,3.333333251506292
0,5,8,-0.3305221557617188
0,5,9,-0.6125
0,5,10,-0.28911132812500007
0,5,11,0.684416379482981
0,5,12,0.0
0,5,13,-0.1637503390014172
0,5,14,-0.27968750000000003
0,5,15,-0.26883544921875
0,5,16,-0.14966344814300536
0,5,17,0.5343436611150159
0,5,18,-0.09556902694702163
0,5,19,-0.15000534057617188
0,5,20,-0.19375000000000003
0,5,21,0.5728106349126629
0,5,22,-0.1513671875
0,5,23,0.3512207358391804
0,5,24,-0.48125000000000007
0,5,25,-0.3894042968750001
0,5,26,-0.290625
0,5,27,-0.1609375
0,5,28,0.4082124588300361
0,5,29,-0.5277343750000001
0,5,30,0.4166666362943612
0,5,31,-0.19375000000000003
0,5,32,-0.3058700561523438
0,5,33,0.4132637950127114
0,5,34,-0.2679691255092621
0,5,35,0.5535455723112945
0,6,0,-0.29902343750000004
0,6,1,0.6625073711785279
0,6,2,-0.053917774089425885
0,6,3,0.5070555641766356
0,6,4,-0.3335937500000001
0,6,5,0.6666665560134883
0,6,6,0.09999866485595699
0,6,7,3.333333238628721
0,6,8,-0.39379272460937503
0,6,9,0.48592706533824115
0,6,10,-0.32816772460937504
0,6,11,-0.5
0,6,12,0.4103758141170117
0,6,13,-0.3241090536117554
0,6,14,0.0
0,6,15,-0.2651225697994233
0,6,16,-0.37187500000000007
0,6,17,-0.40034179687500004
0,6,18,-0.35625000000000007
0,6,19,0.009249958276748682
0,6,20,-0.320704460144043
0,6,21,-0.70625
0,6,22,-0.23595886230468754
0,6,23,0.42570179458740093
0,6,24,-0.4013671875
0,6,25,-0.33906250000000004
0,6,26,-0.5
0,6,27,0.49434226135573367
0,6,28,-0.5250006675720216
0,6,29,0.4816522851925869
0,6,30,-0.3609481811523438
0,6,31,-0.30380859375
0,6,32,0.29720523585495784
0,6,33,-0.45627136230468757
0,6,34,0.5514191625414462
0,6,35,-0.5
0,7,0,0.35827690188796035
0,7,1,0.2487851778832303
0,7,2,0.7920636912039862
0,7,3,0.07631306507587432
0,7,4,-0.15546875000000004
0,7,5,-0.150042724609375
0,7,6,0.7303430939410838
0,7,7,3.3333332398565414
0,7,8,-0.15000534057617188
0,7,9,0.0
0,7,10,0.0
0,7,11,0.5279888458069728
0,7,12,0.0
0,7,13,-0.2277345418930054
0,7,14,-0.15002136230468754
0,7,15,0.5833406064951594
0,7,16,-0.1609375
0,7,17,0.962840375671588
0,7,18,0.0
0,7,19,0.10981146613168713
0,7,20,0.0
0,7,21,0.0
0,7,22,0.0
0,7,23,0.0
0,7,24,-0.012581807971000725
0,7,25,0.3784539938426046
0,7,26,0.8295248218830449
0,7,27,0.4613053600226297
0,7,28,0.0
0,7,29,0.0
0,7,30,-0.092044922200963
0,7,31,-0.19375000000000003
0,7,32,0.0
0,7,33,-0.371917724609375
0,7,34,0.5761978040450123
0,7,35,0.0
0,8,0,-0.24687633514404303
0,8,1,-0.30898704528808596
0,8,2,-0.33713077902793886
0,8,3,0.3690356333807884
0,8,4,0.03954949613809572
0,8,5,0.6386465268815031
0,8,6,-0.5
0,8,7,3.3333332396510196
0,8,8,0.09531249999999995
0,8,9,-0.2976320028305054
0,8,10,-0.4888671875
0,8,11,0.0
0,8,12,-0.575
0,8,13,-0.33593750000000006
0,8,14,0.40388849711147223
0,8,15,-0.525341796875
0,8,16,0.427598611983412
0,8,17,0.3788259402736954
0,8,18,0.4472740331112223
0,8,19,0.9073095794279609
0,8,20,-0.415625
0,8,21,-0.75
0,8,22,0.0
0,8,23,-0.52568359375
0,8,24,-0.2802734375
0,8,25,-0.3500080108642578
0,8,26,-0.5
0,8,27,-0.3796875
0,8,28,-0.75
0,8,29,-0.5575003337860107
0,8,30,-0.5359375
0,8,31,-0.1513671875
0,8,32,0.5319311286028422
0,8,33,0.1865270294541317
0,8,34,-0.5263671875
0,8,35,-0.34730224609375004
0,9,0,0.4751120696064753
0,9,1,-0.75
0,9,2,0.0
0,9,3,0.0
0,9,4,-0.40017089843750003
0,9,5,0.0
0,9,6,-0.4484375
0,9,7,3.3333332449270765
0,9,8,-0.26875001043081287
0,9,9,1.0263110917002614
0,9,10,0.4552188100731389
0,9,11,-0.34722747802734377
0,9,12,-0.26801414489746095
0,9,13,0.47408800860313166
0,9,14,-0.11200066757202143
0,9,15,0.5527089809378143
0,9,16,0.5822666073397547
0,9,17,0.5027741630787901
0,9,18,0.0
0,9,19,-0.15546875000000004
0,9,20,-0.40273437500000003
0,9,21,-0.43750534057617185
0,9,22,-0.35051269531250007
0,9,23,-0.24755859375000003
0,9,24,-0.1431094167232514
0,9,25,-0.3241266012191773
0,9,26,0.0020273186846746505
0,9,27,0.7577666975319227
0,9,28,-0.06521851119880095
0,9,29,-0.5250026702880859
0,9,30,0.3791256742325512
0,9,31,-0.30863647460937504
0,9,32,-0.40008544921875
0,9,33,-0.3062520027160645
0,9,34,-0.5
0,9,35,0.06576682511128196
0,10,0,-0.4193359375
0,10,1,-0.3125003337860107
0,10,2,-0.3059608459472657
0,10,3,-0.39392089843750006
0,10,4,-0.43312516689300534
0,10,5,-0.44531250000000006
0,10,6,-0.285101318359375
0,10,7,3.3333332544762966
0,10,8,-0.31462937444448474
0,10,9,-0.35000066757202153
0,10,10,0.15585937499999997
0,10,11,-0.5875
0,10,12,-0.376953125
0,10,13,0.4847002604425653
0,10,14,-0.18224876403808593
0,10,15,-0.15273437500000003
0,10,16,0.6295451360188247
0,10,17,-0.5109375
0,10,18,0.5507492145367521
0,10,19,-0.421875
0,10,20,0.8168161558411109
0,10,21,-0.575
0,10,22,-0.35290527343750006
0,10,23,0.08415122623653698
0,10,24,-0.4109375
0,10,25,0.46668383635563343
0,10,26,-0.575
0,10,27,-0.390625
0,10,28,-0.05640809437196581
0,10,29,-0.15273437500000003
0,10,30,-0.53046875
0,10,31,-0.4109375
0,10,32,-0.390625
0,10,33,0.31662481093649153
0,10,34,-0.15546875000000004
0,10,35,-0.41523504257202154
0,11,0,-0.19375000000000003
0,11,1,0.6819901192556002
0,11,2,-0.27907714843750003
0,11,3,-0.30009765625
0,11,4,-0.19375000000000003
0,11,5,-0.40546875000000004
0,11,6,-0.75
0,11,7,3.33333321157001
0,11,8,-0.15034179687500004
0,11,9,-0.40008544921875
0,11,10,0.8783978318750414
0,11,11,0.06181640624999998
0,11,12,-0.23593783378601074
0,11,13,-0.23593750000000005
0,11,14,-0.23627929687500004
0,11,15,0.0
0,11,16,-0.0006185340452194432
0,11,17,0.4822962170131241
0,11,18,-0.15273437500000003
0,11,19,-0.75
0,11,20,0.2935862682114837
0,11,21,-0.19375000000000003
0,11,22,-0.36110839843750003
0,11,23,-0.22636852264404303
0,11,24,-0.37816772460937503
0,11,25,-0.33085937500000007
0,11,26,-0.0877526907556504
0,11,27,0.39528730892132946
0,11,28,-0.5
0,11,29,0.4128633738274263
0,11,30,0.4254220912357721
0,11,31,0.0
0,11,32,-0.04491266754493123
0,11,33,-0.46630859375000006
0,11,34,0.8782309676511598
0,11,35,-0.7
0,12,0,-0.39377136230468757
0,12,1,-0.31378173828125006
0,12,2,0.3837477679032587
0,12,3,-0.31250000000000006
0,12,4,-0.40546875000000004
0,12,5,0.0
0,12,6,0.5319832220300676
0,12,7,3.333333259820174
0,12,8,-0.31318359375000004
0,12,9,-0.44375000000000003
0,12,10,0.13040065085487362
0,12,11,0.006077930975437074
0,12,12,-0.25
0,12,13,-0.4109375
0,12,14,0.887201070834309
0,12,15,-0.43750000000000006
0,12,16,-0.27078857421875
0,12,17,-0.23750000000000004
0,12,18,-0.5
0,12,19,-0.1513671875
0,12,20,0.5121729557359512
0,12,21,0.0
0,12,22,-0.13560078385770324
0,12,23,0.29165470853709463
0,12,24,-0.15034179687500004
0,12,25,-0.3031383514404297
0,12,26,-0.5
0,12,27,-0.32576904296875
0,12,28,0.26841431356779866
0,12,29,0.24444328701743578
0,12,30,-0.28892090104520324
0,12,31,-0.3216308593750001
0,12,32,-0.4000001668930054
0,12,33,-0.809375
0,12,34,-0.3086044728755951
0,12,35,-0.6312500000000001
0,13,0,-0.31250000000000006
0,13,1,0.5069520407590157
0,13,2,0.6208954656332357
0,13,3,0.03485851030349729
0,13,4,-0.40008544921875
0,13,5,-0.24824218750000002
0,13,6,-0.27070379257202154
0,13,7,3.3333331829998754
0,13,8,-0.43750000000000006
0,13,9,-0.22501201629638679
0,13,10,0.4880520599929694
0,13,11,-0.575
