Pattern Index,State,Action,Q-Value
0,0,0,0.0
0,0,1,4.223397535857356
0,0,2,1.2411432222720007
0,0,3,-0.10016292863999991
0,0,4,-0.10880000000000001
0,0,5,-0.10199039999999995
0,0,6,6.319818811409584
0,0,7,9.999394819822394
0,0,8,-0.10237441474560001
0,0,9,6.270545417421188
0,0,10,-0.22399999999999995
0,0,11,4.603752401907147
0,0,12,-0.10721279999999994
0,0,13,-0.08000001474560002
0,0,14,-0.24000036863999996
0,0,15,4.781340633530189
0,0,16,2.563358810562887
0,0,17,5.72132739816868
0,0,18,-0.10702847999999998
0,0,19,-0.10059161600000001
0,0,20,-0.10024484922983153
0,0,21,-0.10833408000094366
0,0,22,1.3341193022865414
0,0,23,-0.09646079999999994
0,0,24,-0.14131199999999997
0,0,25,6.063421922868745
0,0,26,-0.14016921599999999
0,0,27,-0.13951999999999998
0,0,28,0.0
0,0,29,-0.992
0,0,30,5.54305508935747
0,0,31,-0.10291199999999998
0,0,32,-0.10874879999999992
0,0,33,-0.24575999999999998
0,0,34,-0.3839999999999999
0,0,35,-0.10736825794560001
0,1,0,2.5321366140931287
0,1,1,0.338048
0,1,2,-0.15680184319999996
0,1,3,4.477212974437572
0,1,4,6.450858422473971
0,1,5,-0.12480000058982398
0,1,6,4.851085236131598
0,1,7,9.999368920145363
0,1,8,-0.09600036875796482
0,1,9,-0.15680000000018868
0,1,10,-0.10615807999999996
0,1,11,5.031740552245892
0,1,12,-0.992
0,1,13,7.046675056268763
0,1,14,-0.10880000000000001
0,1,15,-0.16256
0,1,16,-0.10523647999999994
0,1,17,-0.09716121600000001
0,1,18,-0.24000921600000003
0,1,19,6.270079446578537
0,1,20,-0.10007900454911996
0,1,21,-0.10227202949120034
0,1,22,-0.09738239999999998
0,1,23,7.246261765064319
0,1,24,-0.09627647999999994
0,1,25,5.797472616337075
0,1,26,-0.14591999999999994
0,1,27,2.955644498402713
0,1,28,1.3287947029708804
0,1,29,-0.8
0,1,30,-0.10391076863999993
0,1,31,0.39763886021016864
0,1,32,-0.26880000000000004
0,1,33,7.3404931074240585
0,1,34,-0.10583040058982397
0,1,35,-0.26880000000000004
0,2,0,0.0
0,2,1,-0.09646079999999994
0,2,2,0.3987192626018465
0,2,3,-0.24004607999999994
0,2,4,6.105900983902383
0,2,5,6.320652272069984
