Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4993
2,525,-497.0,0.999,0.4793
3,449,-421.5,0.998,0.4391
4,785,-750.5,0.997,0.7797
5,610,-580.5,0.996,0.5021
6,860,-824.0,0.995,0.7187
7,382,-358.0,0.994,0.3392
8,467,-442.0,0.993,0.3703
9,549,-520.5,0.992,0.4701
10,656,-621.5,0.991,0.5252
11,504,-478.5,0.99,0.4138
12,609,-579.0,0.989,0.5136
13,814,-781.5,0.988,0.6006
14,441,-414.5,0.987,0.3758
15,407,-380.0,0.986,0.3265
16,710,-679.0,0.985,0.6064
17,379,-353.0,0.984,0.3439
18,630,-597.5,0.983,0.5538
19,543,-516.0,0.982,0.4649
20,398,-371.5,0.981,0.3131
21,325,-300.5,0.98,0.2669
22,501,-470.0,0.979,0.4257
23,345,-321.5,0.978,0.2815
24,586,-557.0,0.977,0.4443
25,354,-328.5,0.976,0.3068
26,610,-582.5,0.975,0.5215
27,424,-398.5,0.974,0.3287
28,500,-472.0,0.973,0.4378
29,226,-201.0,0.972,0.1991
30,419,-391.0,0.971,0.3724
31,316,-291.0,0.97,0.2705
32,259,-234.5,0.969,0.2332
33,354,-331.5,0.968,0.2896
34,490,-464.5,0.968,0.3682
35,362,-333.5,0.967,0.3004
36,455,-429.5,0.966,0.3931
37,256,-233.0,0.965,0.2149
38,202,-180.0,0.964,0.1692
39,411,-384.5,0.963,0.3141
40,326,-300.5,0.962,0.2666
41,295,-273.0,0.961,0.2522
42,285,-258.0,0.96,0.235
43,364,-339.5,0.959,0.3231
44,408,-384.5,0.958,0.3542
45,278,-255.5,0.957,0.2285
46,270,-247.0,0.956,0.2268
47,244,-221.0,0.955,0.1947
48,341,-311.5,0.954,0.2616
49,436,-406.0,0.953,0.3566
50,209,-188.5,0.952,0.1705
51,179,-157.0,0.951,0.1364
52,295,-273.0,0.95,0.2489
53,331,-306.5,0.949,0.2769
54,318,-296.0,0.948,0.2412
55,229,-208.5,0.947,0.1828
56,227,-205.0,0.946,0.1923
57,303,-279.5,0.946,0.2357
58,178,-152.5,0.945,0.1445
59,226,-202.0,0.944,0.2385
60,209,-187.0,0.943,0.1786
61,201,-179.0,0.942,0.1638
62,141,-118.0,0.941,0.1109
63,247,-222.5,0.94,0.2158
64,229,-205.0,0.939,0.1986
65,172,-147.5,0.938,0.1582
66,206,-182.0,0.937,0.1695
67,190,-168.0,0.936,0.1697
68,184,-159.0,0.935,0.1562
69,239,-217.0,0.934,0.2285
70,177,-156.0,0.933,0.1413
71,281,-255.5,0.932,0.2379
72,193,-168.0,0.931,0.1592
73,227,-203.5,0.93,0.1887
74,172,-147.5,0.93,0.1443
75,168,-143.0,0.929,0.1397
76,192,-168.0,0.928,0.1689
77,238,-213.5,0.927,0.2265
78,161,-139.0,0.926,0.1396
79,183,-160.5,0.925,0.1701
80,113,-92.0,0.924,0.1093
81,159,-137.0,0.923,0.1264
82,137,-116.5,0.922,0.1255
83,212,-188.5,0.921,0.1732
84,284,-261.0,0.92,0.2407
85,162,-138.5,0.919,0.1443
86,128,-105.5,0.918,0.1233
87,106,-85.0,0.918,0.11
88,167,-146.0,0.917,0.1596
89,214,-191.5,0.916,0.1826
90,216,-192.0,0.915,0.1816
91,141,-119.0,0.914,0.2093
92,159,-137.5,0.913,0.1553
93,172,-149.0,0.912,0.1536
94,113,-91.5,0.911,0.1221
95,195,-170.0,0.91,0.1851
