Pattern Index,State,Action,Q-Value
0,0,0,0.03325747246897497
0,0,1,-0.30816
0,0,2,-0.41727563966463344
0,0,3,-0.4847614976
0,0,4,-0.3752181832715373
0,0,5,-0.0666763026424996
0,0,6,-0.3092647324297416
0,0,7,1.6666663030283142
0,0,8,-0.46696192
0,0,9,-0.52832
0,0,10,-0.21840901059297008
0,0,11,-0.488
0,0,12,-0.4193490705616732
0,0,13,-0.136777216
0,0,14,-0.43978462432281173
0,0,15,-0.37674780603703106
0,0,16,0.0
0,0,17,-0.5645375581388801
0,0,18,-0.49231124479999994
0,0,19,-0.30688649372322446
0,0,20,-0.44073703424
0,0,21,-0.5582397729040932
0,0,22,-0.237175262511104
0,0,23,-0.14097152
0,0,24,-0.520128
0,0,25,-0.43616
0,0,26,-0.4619987656182363
0,0,27,-0.39569741824
0,0,28,0.0
0,0,29,-0.39185071985094816
0,0,30,-0.23280601733311507
0,0,31,-0.29250546692589535
0,0,32,-0.545499869184
0,0,33,-0.32353673542605377
0,0,34,-0.422509665725031
0,0,35,-0.3434910824831021
0,1,0,-0.46262907813888
0,1,1,-0.18396799999999996
0,1,2,-0.42141439999999997
0,1,3,-0.5779530494807585
0,1,4,-0.3062144
0,1,5,-0.4692940079979254
0,1,6,-0.43616
0,1,7,1.6666662278918127
0,1,8,-0.16096
0,1,9,-0.5229858676736
0,1,10,-0.47368484405247996
0,1,11,-0.289728
0,1,12,-0.5033344622103587
0,1,13,-0.42521218976710656
0,1,14,-0.25670993461303915
0,1,15,-0.4762360606628283
0,1,16,-0.302033353955537
0,1,17,-0.10179393858669988
0,1,18,-0.2
0,1,19,-0.30391090963611594
0,1,20,-0.4610220925264831
0,1,21,-0.22736331669457957
0,1,22,-0.37275392
0,1,23,-0.411977216
0,1,24,-0.22287348045368527
0,1,25,-0.3312
0,1,26,-0.5616
0,1,27,-0.3290420572418789
0,1,28,-0.2
0,1,29,-0.2659936045849335
0,1,30,-0.44896
0,1,31,-0.17120000000000002
0,1,32,-0.37815334560766456
0,1,33,-0.273737216
0,1,34,-0.405789865938584
0,1,35,-0.526337536
0,2,0,-0.09775309880669839
0,2,1,-0.3184172803092086
0,2,2,-0.12097152
0,2,3,-0.2
0,2,4,-0.5369339663431906
0,2,5,-0.284398046511104
0,2,6,-0.25374873600000003
0,2,7,1.6666662602341338
0,2,8,-0.57294459813888
0,2,9,-0.38545741824
0,2,10,-0.22213177803488215
0,2,11,-0.4008589749824057
