Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.3323
2,525,-497.0,0.999,0.3864
3,449,-421.5,0.998,0.3069
4,785,-750.5,0.997,0.4964
5,610,-580.5,0.996,0.3994
6,860,-824.0,0.995,0.6018
7,382,-358.0,0.994,0.2823
8,467,-442.0,0.993,0.3962
9,549,-520.5,0.992,0.3921
10,656,-621.5,0.991,0.413
11,504,-478.5,0.99,0.3488
12,609,-579.0,0.989,0.4221
13,814,-781.5,0.988,0.5447
14,441,-414.5,0.987,0.3504
15,407,-380.0,0.986,0.2817
16,710,-679.0,0.985,0.4362
17,379,-353.0,0.984,0.2492
18,630,-597.5,0.983,0.4071
19,543,-516.0,0.982,0.3713
20,398,-371.5,0.981,0.2827
21,325,-300.5,0.98,0.2399
22,501,-470.0,0.979,0.3328
23,345,-321.5,0.978,0.2204
24,586,-557.0,0.977,0.371
25,354,-328.5,0.976,0.2495
26,610,-582.5,0.975,0.4345
27,424,-398.5,0.974,0.3098
28,500,-472.0,0.973,0.3235
29,226,-201.0,0.972,0.1768
30,419,-391.0,0.971,0.2752
31,316,-291.0,0.97,0.2098
32,259,-234.5,0.969,0.1954
33,354,-331.5,0.968,0.2565
34,490,-464.5,0.968,0.3185
35,362,-333.5,0.967,0.2421
36,455,-429.5,0.966,0.3205
37,256,-233.0,0.965,0.1888
38,202,-180.0,0.964,0.1455
39,411,-384.5,0.963,0.3139
40,326,-300.5,0.962,0.2062
41,295,-273.0,0.961,0.2233
42,285,-258.0,0.96,0.2161
43,364,-339.5,0.959,0.2575
44,408,-384.5,0.958,0.263
45,278,-255.5,0.957,0.1817
46,270,-247.0,0.956,0.2092
47,244,-221.0,0.955,0.1735
48,341,-311.5,0.954,0.2399
49,436,-406.0,0.953,0.3443
50,209,-188.5,0.952,0.1373
51,179,-157.0,0.951,0.1222
52,295,-273.0,0.95,0.1877
53,331,-306.5,0.949,0.1939
54,318,-296.0,0.948,0.1827
55,229,-208.5,0.947,0.1429
56,227,-205.0,0.946,0.1378
57,303,-279.5,0.946,0.1981
58,178,-152.5,0.945,0.1187
59,226,-202.0,0.944,0.1601
60,209,-187.0,0.943,0.1413
61,201,-179.0,0.942,0.1525
62,141,-118.0,0.941,0.1081
63,247,-222.5,0.94,0.1904
64,229,-205.0,0.939,0.1852
65,172,-147.5,0.938,0.1109
66,206,-182.0,0.937,0.1265
67,190,-168.0,0.936,0.1256
68,184,-159.0,0.935,0.1334
69,239,-217.0,0.934,0.1645
70,177,-156.0,0.933,0.1244
71,281,-255.5,0.932,0.1912
72,193,-168.0,0.931,0.134
73,227,-203.5,0.93,0.1708
74,172,-147.5,0.93,0.1375
75,168,-143.0,0.929,0.1269
76,192,-168.0,0.928,0.1495
77,238,-213.5,0.927,0.1735
78,161,-139.0,0.926,0.1123
79,183,-160.5,0.925,0.1444
80,113,-92.0,0.924,0.0942
81,159,-137.0,0.923,0.1343
82,137,-116.5,0.922,0.0857
83,212,-188.5,0.921,0.1357
84,284,-261.0,0.92,0.2102
85,162,-138.5,0.919,0.1333
86,128,-105.5,0.918,0.1013
87,106,-85.0,0.918,0.0937
88,167,-146.0,0.917,0.1319
89,214,-191.5,0.916,0.1496
90,216,-192.0,0.915,0.1488
91,141,-119.0,0.914,0.0937
92,159,-137.5,0.913,0.1054
93,172,-149.0,0.912,0.104
94,113,-91.5,0.911,0.0746
95,195,-170.0,0.91,0.1427
96,206,-181.5,0.909,0.1764
97,107,-85.5,0.908,0.0843
98,175,-152.0,0.908,0.1597
99,293,-268.5,0.907,0.2767
100,163,-140.0,0.906,0.1624
101,144,-121.5,0.905,0.1536
102,115,-94.0,0.904,0.1225
103,136,-114.0,0.903,0.145
104,196,-175.5,0.902,0.1166
105,137,-114.0,0.901,0.0858
106,179,-155.0,0.9,0.1238
107,146,-125.0,0.899,0.1087
108,129,-108.5,0.898,0.1017
109,174,-152.0,0.898,0.1291
110,201,-179.5,0.897,0.1401
111,142,-118.0,0.896,0.1212
112,135,-114.0,0.895,0.0853
113,138,-117.5,0.894,0.0891
114,123,-102.0,0.893,0.0841
115,176,-152.5,0.892,0.1071
116,167,-145.5,0.891,0.1089
117,145,-123.5,0.89,0.088
118,105,-84.0,0.89,0.0723
119,123,-100.0,0.889,0.0878
120,92,-70.0,0.888,0.0708
121,114,-94.0,0.887,0.0822
122,72,-51.5,0.886,0.05
123,113,-92.5,0.885,0.0765
