Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4209
2,525,-497.0,0.999,0.3702
3,449,-421.5,0.998,0.4246
4,785,-750.5,0.997,0.6259
5,610,-580.5,0.996,0.3845
6,860,-824.0,0.995,0.5992
7,382,-358.0,0.994,0.2559
8,467,-442.0,0.993,0.2986
9,549,-520.5,0.992,0.3742
10,656,-621.5,0.991,0.4285
11,504,-478.5,0.99,0.3023
12,609,-579.0,0.989,0.4205
13,814,-781.5,0.988,0.5653
14,441,-414.5,0.987,0.315
15,407,-380.0,0.986,0.2683
16,710,-679.0,0.985,0.4608
17,379,-353.0,0.984,0.2415
18,630,-597.5,0.983,0.417
19,543,-516.0,0.982,0.3921
20,398,-371.5,0.981,0.2902
21,325,-300.5,0.98,0.2335
22,501,-470.0,0.979,0.3455
23,345,-321.5,0.978,0.2379
24,586,-557.0,0.977,0.3812
25,354,-328.5,0.976,0.2417
26,610,-582.5,0.975,0.3961
27,424,-398.5,0.974,0.2935
28,500,-472.0,0.973,0.3332
29,226,-201.0,0.972,0.1591
30,419,-391.0,0.971,0.2829
31,316,-291.0,0.97,0.24
32,259,-234.5,0.969,0.1641
33,354,-331.5,0.968,0.2436
34,490,-464.5,0.968,0.3542
35,362,-333.5,0.967,0.2429
36,455,-429.5,0.966,0.3095
37,256,-233.0,0.965,0.1943
38,202,-180.0,0.964,0.1464
39,411,-384.5,0.963,0.2768
40,326,-300.5,0.962,0.2725
41,295,-273.0,0.961,0.2501
42,285,-258.0,0.96,0.1855
43,364,-339.5,0.959,0.2179
44,408,-384.5,0.958,0.2674
45,278,-255.5,0.957,0.2006
46,270,-247.0,0.956,0.1844
47,244,-221.0,0.955,0.1716
48,341,-311.5,0.954,0.2286
49,436,-406.0,0.953,0.3041
50,209,-188.5,0.952,0.1448
51,179,-157.0,0.951,0.1318
52,295,-273.0,0.95,0.2259
53,331,-306.5,0.949,0.1987
54,318,-296.0,0.948,0.2253
55,229,-208.5,0.947,0.1687
56,227,-205.0,0.946,0.1734
57,303,-279.5,0.946,0.2145
58,178,-152.5,0.945,0.1305
59,226,-202.0,0.944,0.1707
60,209,-187.0,0.943,0.1571
61,201,-179.0,0.942,0.15
62,141,-118.0,0.941,0.1143
63,247,-222.5,0.94,0.1718
64,229,-205.0,0.939,0.1764
65,172,-147.5,0.938,0.1444
66,206,-182.0,0.937,0.1685
67,190,-168.0,0.936,0.1153
68,184,-159.0,0.935,0.117
69,239,-217.0,0.934,0.1659
70,177,-156.0,0.933,0.1353
71,281,-255.5,0.932,0.1935
72,193,-168.0,0.931,0.1594
73,227,-203.5,0.93,0.1562
74,172,-147.5,0.93,0.1255
75,168,-143.0,0.929,0.1228
76,192,-168.0,0.928,0.1391
77,238,-213.5,0.927,0.1654
78,161,-139.0,0.926,0.1164
79,183,-160.5,0.925,0.1431
80,113,-92.0,0.924,0.0726
81,159,-137.0,0.923,0.1109
82,137,-116.5,0.922,0.1137
83,212,-188.5,0.921,0.1705
84,284,-261.0,0.92,0.168
85,162,-138.5,0.919,0.1045
86,128,-105.5,0.918,0.0963
87,106,-85.0,0.918,0.0748
88,167,-146.0,0.917,0.128
89,214,-191.5,0.916,0.1605
90,216,-192.0,0.915,0.1635
91,141,-119.0,0.914,0.1089
92,159,-137.5,0.913,0.1244
93,172,-149.0,0.912,0.1264
94,113,-91.5,0.911,0.0919
95,195,-170.0,0.91,0.1413
96,206,-181.5,0.909,0.1396
97,107,-85.5,0.908,0.0868
98,175,-152.0,0.908,0.123
99,293,-268.5,0.907,0.2128
100,163,-140.0,0.906,0.1276
101,144,-121.5,0.905,0.1169
102,115,-94.0,0.904,0.0901
103,136,-114.0,0.903,0.0865
104,196,-175.5,0.902,0.151
105,137,-114.0,0.901,0.1079
106,179,-155.0,0.9,0.1249
107,146,-125.0,0.899,0.1108
108,129,-108.5,0.898,0.0906
109,174,-152.0,0.898,0.1322
110,201,-179.5,0.897,0.1572
111,151,-127.0,0.896,0.1195
112,126,-105.0,0.895,0.1002
113,138,-117.5,0.894,0.1066
114,123,-102.0,0.893,0.0911
115,176,-152.5,0.892,0.1228
116,167,-145.5,0.891,0.1205
117,145,-123.5,0.89,0.1102
