Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.4273
2,525,-497.0,0.999,0.3903
3,449,-421.5,0.998,0.2941
4,785,-750.5,0.997,0.5389
5,610,-580.5,0.996,0.4128
6,860,-824.0,0.995,0.585
7,382,-358.0,0.994,0.2399
8,467,-442.0,0.993,0.3066
9,549,-520.5,0.992,0.3202
10,656,-621.5,0.991,0.3755
11,504,-478.5,0.99,0.297
12,609,-579.0,0.989,0.443
13,814,-781.5,0.988,0.515
14,441,-414.5,0.987,0.2864
15,407,-380.0,0.986,0.2338
16,710,-679.0,0.985,0.4895
17,379,-353.0,0.984,0.289
18,630,-597.5,0.983,0.4303
19,543,-516.0,0.982,0.3826
20,398,-371.5,0.981,0.2456
21,325,-300.5,0.98,0.2009
22,501,-470.0,0.979,0.3092
23,345,-321.5,0.978,0.2578
24,586,-557.0,0.977,0.418
25,354,-329.0,0.976,0.2485
26,610,-582.5,0.975,0.4025
27,424,-398.5,0.974,0.2831
28,500,-472.0,0.973,0.2958
29,226,-201.0,0.972,0.1463
30,419,-391.0,0.971,0.2767
31,316,-291.0,0.97,0.1951
32,259,-234.5,0.969,0.1865
33,354,-331.5,0.968,0.2726
34,490,-464.5,0.968,0.3518
35,362,-333.0,0.967,0.2542
36,455,-429.5,0.966,0.3
37,256,-233.0,0.965,0.1424
38,202,-180.0,0.964,0.1301
39,411,-384.5,0.963,0.2664
40,326,-300.5,0.962,0.2296
41,295,-273.0,0.961,0.2097
42,285,-258.0,0.96,0.216
43,364,-339.5,0.959,0.2663
44,408,-384.5,0.958,0.2999
45,278,-255.5,0.957,0.2054
46,270,-247.0,0.956,0.1902
47,244,-221.0,0.955,0.1588
48,340,-310.5,0.954,0.1989
49,437,-407.0,0.953,0.2812
50,209,-188.5,0.952,0.1372
51,179,-157.0,0.951,0.1164
52,295,-273.0,0.95,0.217
53,331,-306.5,0.949,0.2132
54,318,-296.0,0.948,0.2013
55,229,-208.5,0.947,0.1539
56,227,-205.0,0.946,0.1629
57,303,-279.5,0.946,0.2105
58,176,-150.5,0.945,0.1419
59,228,-203.5,0.944,0.1705
60,209,-187.0,0.943,0.1406
61,201,-179.0,0.942,0.117
62,141,-118.0,0.941,0.0878
63,247,-222.5,0.94,0.1602
64,229,-205.0,0.939,0.1612
65,172,-147.5,0.938,0.1131
66,206,-182.0,0.937,0.1223
67,190,-168.0,0.936,0.1347
68,184,-159.0,0.935,0.1409
69,239,-217.0,0.934,0.1504
70,177,-156.0,0.933,0.1348
71,281,-255.5,0.932,0.2164
72,193,-168.0,0.931,0.136
73,227,-203.5,0.93,0.162
74,172,-147.5,0.93,0.1239
75,168,-143.0,0.929,0.1176
76,192,-168.0,0.928,0.1397
77,238,-213.5,0.927,0.1535
78,161,-139.0,0.926,0.1007
79,183,-160.5,0.925,0.1168
80,113,-92.0,0.924,0.0857
