Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.5166
2,525,-497.0,0.999,0.4161
3,449,-421.5,0.998,0.4638
4,785,-750.5,0.997,0.7152
5,610,-580.5,0.996,0.5096
6,860,-824.0,0.995,0.7102
7,382,-358.0,0.994,0.3131
8,467,-442.0,0.993,0.404
9,549,-520.5,0.992,0.4568
10,656,-621.5,0.991,0.5524
11,504,-478.5,0.99,0.3969
12,609,-579.0,0.989,0.5135
13,814,-781.5,0.988,0.7327
14,441,-414.5,0.987,0.3985
15,407,-380.0,0.986,0.3504
16,710,-679.0,0.985,0.6284
17,379,-353.0,0.984,0.4598
18,630,-597.5,0.983,0.5579
19,543,-516.0,0.982,0.477
20,398,-371.5,0.981,0.3195
21,325,-300.5,0.98,0.2828
22,501,-470.0,0.979,0.4259
23,345,-321.5,0.978,0.2949
24,586,-557.0,0.977,0.518
25,354,-328.5,0.976,0.306
26,610,-582.5,0.975,0.484
27,424,-398.5,0.974,0.3568
28,500,-472.0,0.973,0.3998
29,226,-201.0,0.972,0.2011
30,419,-391.0,0.971,0.3601
31,316,-291.0,0.97,0.2958
32,259,-234.5,0.969,0.2178
33,354,-331.5,0.968,0.2911
34,490,-464.5,0.968,0.403
35,362,-333.5,0.967,0.2946
36,455,-429.5,0.966,0.3646
37,256,-233.0,0.965,0.2441
38,202,-180.0,0.964,0.1645
39,411,-384.5,0.963,0.3455
40,326,-300.5,0.962,0.2967
41,295,-273.0,0.961,0.2327
42,285,-258.0,0.96,0.286
43,364,-339.5,0.959,0.342
44,408,-384.5,0.958,0.3339
45,278,-255.5,0.957,0.256
46,270,-247.0,0.956,0.2301
47,244,-221.0,0.955,0.1864
48,341,-311.5,0.954,0.2779
49,436,-406.0,0.953,0.3676
50,209,-188.5,0.952,0.1928
51,179,-157.0,0.951,0.1698
52,295,-273.0,0.95,0.253
53,331,-306.5,0.949,0.2507
54,318,-296.0,0.948,0.2866
55,229,-208.5,0.947,0.1914
56,227,-205.0,0.946,0.1989
57,303,-279.5,0.946,0.2418
58,178,-152.5,0.945,0.1588
59,226,-202.0,0.944,0.1733
60,209,-187.0,0.943,0.1898
61,201,-179.0,0.942,0.1757
62,141,-118.0,0.941,0.1375
63,247,-222.5,0.94,0.1903
64,229,-205.0,0.939,0.1885
65,172,-147.5,0.938,0.1535
66,206,-182.0,0.937,0.1985
67,190,-168.0,0.936,0.1558
68,184,-159.0,0.935,0.159
69,239,-217.0,0.934,0.2037
70,177,-156.0,0.933,0.1674
71,281,-255.5,0.932,0.2451
72,193,-168.0,0.931,0.158
73,227,-203.5,0.93,0.1854
74,172,-147.5,0.93,0.1682
75,168,-143.0,0.929,0.1609
76,192,-168.0,0.928,0.1604
77,238,-213.5,0.927,0.2047
78,161,-139.0,0.926,0.1401
79,183,-160.5,0.925,0.1672
80,113,-92.0,0.924,0.1116
81,159,-137.0,0.923,0.1368
82,137,-116.5,0.922,0.1256
83,212,-189.0,0.921,0.2028
84,284,-261.0,0.92,0.2245
85,162,-138.5,0.919,0.1454
86,128,-105.5,0.918,0.1137
87,106,-85.0,0.918,0.1071
88,167,-146.0,0.917,0.1674
89,214,-191.5,0.916,0.1996
90,216,-192.0,0.915,0.1876
91,141,-119.0,0.914,0.1373
92,159,-137.5,0.913,0.1422
93,172,-149.0,0.912,0.1463
94,113,-91.5,0.911,0.1069
95,195,-170.0,0.91,0.1726
96,206,-181.5,0.909,0.1693
97,107,-85.5,0.908,0.12
98,175,-152.0,0.908,0.1773
99,293,-268.5,0.907,0.2449
100,163,-140.0,0.906,0.2147
101,144,-121.5,0.905,0.1163
102,115,-94.0,0.904,0.1408
103,136,-114.0,0.903,0.1443
104,196,-175.5,0.902,0.1996
105,137,-114.0,0.901,0.1261
106,179,-155.0,0.9,0.1695
107,146,-125.0,0.899,0.1667
108,129,-108.5,0.898,0.1196
109,174,-152.0,0.898,0.156
110,201,-179.5,0.897,0.1859
111,151,-127.0,0.896,0.1405
112,126,-105.0,0.895,0.1192
113,138,-117.5,0.894,0.1305
114,123,-102.0,0.893,0.1282
115,176,-152.5,0.892,0.1585
116,167,-145.5,0.891,0.1428
117,145,-123.5,0.89,0.1261
118,105,-84.0,0.89,0.1047
119,123,-100.0,0.889,0.1284
120,92,-70.0,0.888,0.0878
121,114,-94.0,0.887,0.1101
122,72,-51.5,0.886,0.0721
