Pattern Index,State,Action,Q-Value
0,0,0,0.0
0,0,1,-0.68352
0,0,2,-0.6993408000018875
0,0,3,-0.6997987328
0,0,4,-0.576717450680431
0,0,5,0.0
0,0,6,-0.578934664069166
0,0,7,1.4285714285714284
0,0,8,-0.69974016
0,0,9,-0.5999908571429852
0,0,10,-0.6080000000000001
0,0,11,-0.992
0,0,12,-0.7059968000000001
0,0,13,-0.5600030720000001
0,0,14,-0.5974104249070387
0,0,15,-0.5964252926968997
0,0,16,0.0
0,0,17,-0.5983268573394652
0,0,18,-0.6998134784000001
0,0,19,-0.591768564889876
0,0,20,-0.5970509982488996
0,0,21,-0.5792430860554185
0,0,22,-0.5915434715821848
0,0,23,-0.5600153600000001
0,0,24,-0.712704
0,0,25,-0.7155199999999999
0,0,26,-0.5992265472805163
0,0,27,-0.7059206144
0,0,28,-0.4571428571428576
0,0,29,-0.6321305600000628
0,0,30,-0.6171428598370594
0,0,31,-0.6739353600000001
0,0,32,-0.5994788669732571
0,0,33,-0.72192
0,0,34,-0.579024663022547
0,0,35,-0.768
0,1,0,-0.70273536098304
0,1,1,-0.21798400000000004
0,1,2,-0.7136768
0,1,3,-0.700029132800063
0,1,4,-0.6011582171428572
0,1,5,-0.6030203666432629
0,1,6,-0.71552
0,1,7,1.4285714285714284
0,1,8,-0.5619200000000001
0,1,9,-0.7006361649152001
0,1,10,-0.69986828877824
0,1,11,-0.674304
0,1,12,-0.6654142464000001
0,1,13,-0.6989875200078643
0,1,14,-0.5715130920318312
0,1,15,-0.5774490683818818
0,1,16,-0.6816768000000001
0,1,17,-0.4588404982494028
0,1,18,-0.8
0,1,19,-0.5726171431300482
0,1,20,-0.5766618882775467
0,1,21,-0.8
0,1,22,-0.5717308327690573
0,1,23,-0.7136030720000001
0,1,24,-0.5734818328149094
0,1,25,-0.7296
0,1,26,-0.768
0,1,27,-0.5758572811982062
0,1,28,-0.8
0,1,29,-0.6189158637895682
0,1,30,-0.75392
0,1,31,-0.5696
0,1,32,-0.705920000196608
0,1,33,-0.5919274715428572
0,1,34,-0.5973347407967976
0,1,35,-0.5972097602983326
0,2,0,0.0
0,2,1,-0.6721536
0,2,2,-0.24001536
0,2,3,-0.6171428571428573
0,2,4,-0.7024793600000024
0,2,5,-0.8
0,2,6,-0.672018432
0,2,7,1.4285714285714284
0,2,8,-0.6341683249152
0,2,9,-0.5967908817188589
0,2,10,-0.578742860535335
0,2,11,-0.706304
0,2,12,-0.7200000000003146
0,2,13,-0.598911144493056
0,2,14,-0.6739968000000001
0,2,15,-0.5766839330918327
0,2,16,-0.6945536000078644
0,2,17,-0.5600006144
0,2,18,-0.67207680098304
0,2,19,-0.7008215040000001
0,2,20,-0.6296094720000126
0,2,21,-0.7012608000000025
0,2,22,-0.96
0,2,23,-0.7005471014912
0,2,24,-0.8
0,2,25,0.0
0,2,26,-0.96
0,2,27,-0.6999455793152001
0,2,28,-0.6816768000000001
