Episode,match_fail_count,reward_per_episode,epsilon,time_per_episode
1,527,-499.5,1.0,0.5288
2,525,-497.0,0.999,0.4611
3,449,-421.5,0.998,0.5049
4,785,-750.5,0.997,0.6902
5,610,-580.5,0.996,0.5233
6,860,-824.0,0.995,0.7036
7,382,-358.0,0.994,0.2955
8,467,-442.0,0.993,0.38
9,549,-520.5,0.992,0.5022
10,656,-621.5,0.991,0.5712
11,504,-478.5,0.99,0.4354
12,609,-579.0,0.989,0.5186
13,814,-781.5,0.988,0.6488
14,441,-414.5,0.987,0.3605
15,407,-380.0,0.986,0.3583
16,710,-679.0,0.985,0.5732
17,379,-353.0,0.984,0.304
18,630,-597.5,0.983,0.5202
19,543,-516.0,0.982,0.4636
20,398,-371.5,0.981,0.3536
21,325,-300.5,0.98,0.281
22,501,-470.0,0.979,0.3884
23,345,-321.5,0.978,0.289
24,586,-557.0,0.977,0.5019
25,354,-329.0,0.976,0.2975
26,610,-582.5,0.975,0.531
27,424,-398.5,0.974,0.3682
28,500,-472.0,0.973,0.3879
29,226,-201.0,0.972,0.1822
30,419,-391.0,0.971,0.349
31,316,-291.0,0.97,0.2618
32,259,-234.5,0.969,0.2224
33,354,-331.5,0.968,0.2871
34,490,-464.5,0.968,0.382
35,362,-333.0,0.967,0.2966
36,455,-429.5,0.966,0.3673
37,256,-233.0,0.965,0.206
38,202,-180.0,0.964,0.1711
39,411,-384.5,0.963,0.3413
40,326,-300.5,0.962,0.2221
41,295,-273.0,0.961,0.2682
42,285,-258.0,0.96,0.2354
43,364,-339.5,0.959,0.3115
44,408,-384.5,0.958,0.3378
45,278,-255.5,0.957,0.231
46,270,-247.0,0.956,0.2239
47,244,-221.0,0.955,0.2059
48,340,-310.5,0.954,0.2695
49,437,-407.0,0.953,0.3724
50,209,-188.5,0.952,0.1955
51,179,-157.0,0.951,0.1808
52,295,-273.0,0.95,0.2988
53,331,-306.5,0.949,0.2779
54,318,-296.0,0.948,0.2721
55,229,-208.5,0.947,0.2003
56,227,-205.0,0.946,0.1871
57,303,-279.5,0.946,0.2617
58,176,-150.5,0.945,0.1652
59,228,-203.5,0.944,0.1994
60,209,-187.0,0.943,0.202
61,201,-179.0,0.942,0.1774
62,141,-118.0,0.941,0.1129
63,247,-222.5,0.94,0.2188
64,229,-205.0,0.939,0.1978
65,172,-147.5,0.938,0.1394
66,206,-182.0,0.937,0.1822
67,190,-168.0,0.936,0.1534
68,184,-159.0,0.935,0.1544
69,239,-217.0,0.934,0.2067
70,177,-156.0,0.933,0.1263
71,281,-255.5,0.932,0.2062
72,193,-168.0,0.931,0.1695
